Fecha,Temperatura_Media,Precipitaciones,Humedad_Relativa,Radiación_Solar,Velocidad_Viento,Ventas,Año,Mes,Fin_de_semana_o_festivo,Estación_Año,Interacción_temp_humedad
2022-01-28,5.3,0.0,53.0,135.0,0.8,183.14,2022,1,0,0,280.9
2022-01-29,5.4,0.0,49.0,137.0,0.8,378.72,2022,1,1,0,264.6
2022-01-30,5.9,0.0,50.0,132.0,0.7,394.11,2022,1,1,0,295.0
2022-02-01,10.5,0.0,56.0,137.0,2.1,39.55,2022,2,0,0,588.0
2022-02-02,9.6,0.0,66.0,141.0,0.8,168.84,2022,2,0,0,633.6
2022-02-03,7.9,0.0,71.0,122.0,0.9,137.48,2022,2,0,0,560.9
2022-02-04,8.6,0.0,75.0,89.0,0.7,153.32,2022,2,0,0,645.0
2022-02-05,9.3,0.0,66.0,137.0,1.5,340.7,2022,2,1,0,613.8000000000001
2022-02-06,7.5,0.0,53.0,144.0,0.9,554.07,2022,2,1,0,397.5
2022-02-08,9.5,0.0,58.0,149.0,1.0,236.94,2022,2,0,0,551.0
2022-02-09,7.4,0.0,70.0,150.0,0.9,273.46,2022,2,0,0,518.0
2022-02-10,7.5,0.0,72.0,136.0,0.7,191.9,2022,2,0,0,540.0
2022-02-11,9.3,0.0,71.0,138.0,0.7,279.96,2022,2,0,0,660.3000000000001
2022-02-12,8.6,0.0,70.0,127.0,0.8,535.03,2022,2,1,0,602.0
2022-02-13,7.9,0.0,75.0,111.0,2.1,411.45,2022,2,1,0,592.5
2022-02-15,6.9,0.0,65.0,161.0,1.3,100.0,2022,2,0,0,448.5
2022-02-16,9.2,0.0,67.0,152.0,1.4,146.16,2022,2,0,0,616.4
2022-02-17,9.3,0.0,76.0,167.0,0.8,231.81,2022,2,0,0,706.8000000000001
2022-02-18,10.1,0.0,75.0,163.0,0.9,208.39,2022,2,0,0,757.5
2022-02-19,9.4,0.0,61.0,96.0,1.5,284.51,2022,2,1,0,573.4
2022-02-20,6.9,0.0,62.0,175.0,0.7,596.13,2022,2,1,0,427.8
2022-02-22,11.8,0.0,33.0,184.0,1.0,208.52,2022,2,0,0,389.40000000000003
2022-02-23,9.8,0.0,48.0,147.0,0.7,240.25,2022,2,0,0,470.40000000000003
2022-02-24,9.0,0.0,56.0,122.0,0.7,225.73,2022,2,0,0,504.0
2022-02-25,8.5,0.15,76.0,29.0,1.1,194.35,2022,2,0,0,646.0
2022-02-26,8.4,0.08,83.0,17.0,1.4,191.38,2022,2,1,0,697.2
2022-02-27,10.0,0.0,74.0,134.0,1.0,567.58,2022,2,1,0,740.0
2022-02-28,10.2,0.0,73.0,191.0,1.0,247.55,2022,2,0,0,744.5999999999999
2022-03-01,9.7,0.0,70.0,189.0,1.2,280.01,2022,3,0,1,679.0
2022-03-03,8.0,0.36,83.0,39.0,0.8,78.2,2022,3,0,1,664.0
2022-03-04,8.8,0.01,62.0,120.0,1.5,191.52,2022,3,0,1,545.6
2022-03-05,7.5,0.0,61.0,162.0,0.9,300.26,2022,3,1,1,457.5
2022-03-06,7.6,0.0,63.0,171.0,1.4,376.8,2022,3,1,1,478.79999999999995
2022-03-08,8.2,0.0,75.0,186.0,2.2,149.68,2022,3,0,1,615.0
2022-03-09,8.0,0.0,77.0,116.0,0.8,117.2,2022,3,0,1,616.0
2022-03-10,10.3,0.0,72.0,153.0,1.6,131.35,2022,3,0,1,741.6
2022-03-11,8.9,0.13,85.0,75.0,2.2,173.54,2022,3,0,1,756.5
2022-03-12,7.8,0.0,75.0,194.0,2.2,189.16,2022,3,1,1,585.0
2022-03-13,9.3,0.36,67.0,227.0,1.7,629.56,2022,3,1,1,623.1
2022-03-15,13.9,0.0,61.0,44.0,1.2,65.75,2022,3,0,1,847.9
2022-03-16,12.6,0.0,62.0,22.0,1.1,125.13,2022,3,0,1,781.1999999999999
2022-03-17,10.5,0.05,66.0,75.0,2.2,143.84,2022,3,0,1,693.0
2022-03-18,10.2,0.0,65.0,113.0,1.4,259.57,2022,3,0,1,663.0
2022-03-19,10.0,0.0,70.0,103.0,1.1,419.95,2022,3,1,1,700.0
2022-03-20,10.7,0.0,69.0,64.0,2.8,242.76,2022,3,1,1,738.3
2022-03-22,9.1,0.17,84.0,72.0,3.0,104.62,2022,3,0,1,764.4
2022-03-23,8.6,0.05,77.0,77.0,1.6,163.0,2022,3,0,1,662.1999999999999
2022-03-24,9.0,0.11,84.0,36.0,1.5,85.19,2022,3,0,1,756.0
2022-03-25,9.8,0.15,88.0,91.0,1.4,171.03,2022,3,0,1,862.4000000000001
2022-03-26,9.8,0.0,79.0,81.0,1.0,408.52,2022,3,1,1,774.2
2022-03-27,11.3,0.0,73.0,124.0,1.2,357.09,2022,3,1,1,824.9000000000001
2022-03-28,11.0,0.0,71.0,198.0,1.3,132.45,2022,3,0,1,781.0
2022-03-29,12.5,0.1,74.0,175.0,1.2,189.11,2022,3,0,1,925.0
2022-03-30,10.1,0.18,89.0,52.0,0.8,113.35,2022,3,0,1,898.9
2022-03-31,8.4,0.05,68.0,148.0,1.6,128.28,2022,3,0,1,571.2
2022-04-01,6.4,0.0,58.0,269.0,1.5,257.55,2022,4,0,1,371.20000000000005
2022-04-01,6.4,0.0,58.0,269.0,1.5,257.55,2022,4,0,1,371.20000000000005
2022-04-02,5.1,0.0,48.0,270.0,1.4,392.64,2022,4,1,1,244.79999999999998
2022-04-02,5.1,0.0,48.0,270.0,1.4,392.64,2022,4,1,1,244.79999999999998
2022-04-03,5.1,0.0,49.0,247.0,1.9,435.96,2022,4,1,1,249.89999999999998
2022-04-03,5.1,0.0,49.0,247.0,1.9,435.96,2022,4,1,1,249.89999999999998
2022-04-04,5.5,0.0,48.0,234.0,2.2,98.22,2022,4,0,1,264.0
2022-04-04,5.5,0.0,48.0,234.0,2.2,98.22,2022,4,0,1,264.0
2022-04-05,6.4,0.0,54.0,126.0,1.5,128.61,2022,4,0,1,345.6
2022-04-05,6.4,0.0,54.0,126.0,1.5,128.61,2022,4,0,1,345.6
2022-04-06,8.9,0.0,68.0,256.0,1.9,295.4,2022,4,0,1,605.2
2022-04-06,8.9,0.0,68.0,256.0,1.9,295.4,2022,4,0,1,605.2
2022-04-07,12.5,0.0,61.0,279.0,2.5,401.03,2022,4,0,1,762.5
2022-04-07,12.5,0.0,61.0,279.0,2.5,401.03,2022,4,0,1,762.5
2022-04-08,10.7,0.0,74.0,223.0,2.5,362.97,2022,4,0,1,791.8
2022-04-08,10.7,0.0,74.0,223.0,2.5,362.97,2022,4,0,1,791.8
2022-04-09,12.6,0.0,79.0,181.0,2.1,355.61,2022,4,1,1,995.4
2022-04-09,12.6,0.0,79.0,181.0,2.1,355.61,2022,4,1,1,995.4
2022-04-10,15.6,0.0,70.0,236.0,1.9,1050.39,2022,4,1,1,1092.0
2022-04-10,15.6,0.0,70.0,236.0,1.9,1050.39,2022,4,1,1,1092.0
2022-04-11,15.3,0.0,59.0,226.0,2.5,241.1,2022,4,0,1,902.7
2022-04-11,15.3,0.0,59.0,226.0,2.5,241.1,2022,4,0,1,902.7
2022-04-12,10.5,0.19,81.0,131.0,1.5,105.21,2022,4,0,1,850.5
2022-04-12,10.5,0.19,81.0,131.0,1.5,105.21,2022,4,0,1,850.5
2022-04-13,12.0,0.0,67.0,211.0,1.0,247.28,2022,4,0,1,804.0
2022-04-13,12.0,0.0,67.0,211.0,1.0,247.28,2022,4,0,1,804.0
2022-04-14,14.8,0.0,59.0,282.0,1.3,459.95,2022,4,0,1,873.2
2022-04-14,14.8,0.0,59.0,282.0,1.3,459.95,2022,4,0,1,873.2
2022-04-15,16.6,0.0,60.0,278.0,1.0,574.94,2022,4,0,1,996.0000000000001
2022-04-15,16.6,0.0,60.0,278.0,1.0,574.94,2022,4,0,1,996.0000000000001
2022-04-16,16.3,0.0,59.0,334.0,0.9,619.7,2022,4,1,1,961.7
2022-04-16,16.3,0.0,59.0,334.0,0.9,619.7,2022,4,1,1,961.7
2022-04-17,11.720689655172412,,,236.0344827586207,1.6862068965517245,1025.65,2022,4,1,1,
2022-04-17,11.720689655172412,,,236.0344827586207,1.6862068965517245,1025.65,2022,4,1,1,
2022-04-18,22.3,0.0,36.0,423.0,1.9,505.55,2022,4,0,1,802.8000000000001
2022-04-18,22.3,0.0,36.0,423.0,1.9,505.55,2022,4,0,1,802.8000000000001
2022-04-19,13.5,0.04,63.0,217.0,1.3,127.15,2022,4,0,1,850.5
2022-04-19,13.5,0.04,63.0,217.0,1.3,127.15,2022,4,0,1,850.5
2022-04-21,10.6,0.0,53.0,302.0,2.0,334.26,2022,4,0,1,561.8
2022-04-21,10.6,0.0,53.0,302.0,2.0,334.26,2022,4,0,1,561.8
2022-04-23,7.2,0.15,84.0,188.0,3.4,170.88,2022,4,1,1,604.8000000000001
2022-04-23,7.2,0.15,84.0,188.0,3.4,170.88,2022,4,1,1,604.8000000000001
2022-04-24,11.0,0.0,62.0,307.0,1.6,1075.54,2022,4,1,1,682.0
2022-04-24,11.0,0.0,62.0,307.0,1.6,1075.54,2022,4,1,1,682.0
2022-04-25,13.5,0.0,57.0,316.0,1.0,348.4,2022,4,0,1,769.5
2022-04-25,13.5,0.0,57.0,316.0,1.0,348.4,2022,4,0,1,769.5
2022-04-26,13.4,0.4,68.0,202.0,1.1,221.43,2022,4,0,1,911.2
2022-04-26,13.4,0.4,68.0,202.0,1.1,221.43,2022,4,0,1,911.2
2022-04-27,12.6,0.47,83.0,177.0,1.1,113.05,2022,4,0,1,1045.8
2022-04-27,12.6,0.47,83.0,177.0,1.1,113.05,2022,4,0,1,1045.8
2022-04-28,11.9,0.04,84.0,160.0,1.1,162.82,2022,4,0,1,999.6
2022-04-28,11.9,0.04,84.0,160.0,1.1,162.82,2022,4,0,1,999.6
2022-04-29,16.5,0.0,57.0,300.0,1.2,648.78,2022,4,0,1,940.5
2022-04-29,16.5,0.0,57.0,300.0,1.2,648.78,2022,4,0,1,940.5
2022-04-30,16.9,0.2,66.0,224.0,1.0,706.65,2022,4,1,1,1115.3999999999999
2022-04-30,16.9,0.2,66.0,224.0,1.0,706.65,2022,4,1,1,1115.3999999999999
2022-05-01,18.6,0.0,57.0,307.0,1.6,1438.25,2022,5,1,1,1060.2
2022-05-04,15.0,0.0,60.0,265.0,2.1,290.07,2022,5,0,1,900.0
2022-05-05,16.5,0.0,52.0,329.0,1.1,507.62,2022,5,0,1,858.0
2022-05-06,17.0,0.0,44.0,330.0,1.1,891.69,2022,5,0,1,748.0
2022-05-07,17.4,0.0,45.0,334.0,1.4,1033.91,2022,5,1,1,782.9999999999999
2022-05-08,19.2,0.0,42.0,330.0,1.1,1358.96,2022,5,1,1,806.4
2022-05-09,20.7,0.0,42.0,327.0,1.0,295.8,2022,5,0,1,869.4
2022-05-10,21.2,0.0,45.0,327.0,1.2,577.15,2022,5,0,1,954.0
2022-05-11,22.0,0.0,46.0,318.0,1.3,487.65,2022,5,0,1,1012.0
2022-05-12,21.7,0.0,40.0,294.0,1.4,480.3,2022,5,0,1,868.0
2022-05-13,21.7,0.0,45.0,330.0,1.2,880.15,2022,5,0,1,976.5
2022-05-14,21.3,0.01,52.0,253.0,1.0,865.75,2022,5,1,1,1107.6000000000001
2022-05-15,19.4,0.0,55.0,281.0,2.0,1154.62,2022,5,1,1,1067.0
2022-05-16,18.9,0.0,54.0,331.0,1.6,794.6,2022,5,0,1,1020.5999999999999
2022-05-17,20.5,0.0,51.0,336.0,1.6,507.9,2022,5,0,1,1045.5
2022-05-18,23.3,0.0,46.0,323.0,1.1,487.81,2022,5,0,1,1071.8
2022-05-19,25.4,0.0,39.0,310.0,1.9,532.81,2022,5,0,1,990.5999999999999
2022-05-20,26.2,0.0,34.0,245.0,1.7,912.41,2022,5,0,1,890.8
2022-05-21,26.4,0.0,36.0,257.0,1.3,715.52,2022,5,1,1,950.4
2022-05-22,22.6,0.0,45.0,289.0,2.5,879.3,2022,5,1,1,1017.0000000000001
2022-05-24,17.3,0.0,46.0,205.0,1.6,273.3,2022,5,0,1,795.8000000000001
2022-05-26,18.7,0.0,41.0,350.0,1.8,531.52,2022,5,0,1,766.6999999999999
2022-05-27,23.5,0.0,32.0,351.0,1.3,807.86,2022,5,0,1,752.0
2022-05-28,24.8,0.0,31.0,347.0,1.3,916.21,2022,5,1,1,768.8000000000001
2022-05-29,23.4,0.0,36.0,325.0,2.0,1093.14,2022,5,1,1,842.4
2022-05-31,21.6,0.0,44.0,346.0,1.6,602.31,2022,5,0,1,950.4000000000001
2022-06-01,22.4,0.0,37.0,336.0,2.2,642.17,2022,6,0,1,828.8
2022-06-02,21.5,0.0,48.0,285.0,1.7,546.65,2022,6,0,1,1032.0
2022-06-03,21.2,0.0,44.0,339.0,1.9,810.61,2022,6,0,1,932.8
2022-06-04,20.2,0.0,44.0,339.0,2.0,915.11,2022,6,1,1,888.8
2022-06-05,21.6,0.0,41.0,359.0,1.6,1228.1,2022,6,1,1,885.6
2022-06-06,23.4,0.0,37.0,315.0,1.8,178.15,2022,6,0,1,865.8
2022-06-07,25.1,0.0,38.0,348.0,1.8,618.83,2022,6,0,1,953.8000000000001
2022-06-08,24.0,0.0,43.0,290.0,2.1,575.55,2022,6,0,1,1032.0
2022-06-09,25.8,0.0,43.0,348.0,1.5,708.9,2022,6,0,1,1109.4
2022-06-10,27.9,0.0,29.0,349.0,1.3,936.22,2022,6,0,1,809.0999999999999
2022-06-11,29.4,0.0,32.0,333.0,1.6,1071.49,2022,6,1,1,940.8
2022-06-12,29.3,0.0,26.0,264.0,1.5,1002.17,2022,6,1,1,761.8000000000001
2022-06-14,30.6,0.0,25.0,313.0,1.5,728.32,2022,6,0,1,765.0
2022-06-15,30.7,0.0,26.0,271.0,1.5,724.35,2022,6,0,1,798.1999999999999
2022-06-16,30.9,0.0,28.0,248.0,1.6,675.62,2022,6,0,1,865.1999999999999
2022-06-17,30.6,0.0,31.0,307.0,1.9,887.76,2022,6,0,1,948.6
2022-06-18,31.0,0.0,24.0,301.0,2.1,1000.93,2022,6,1,1,744.0
2022-06-19,22.3,0.0,42.0,349.0,2.8,1180.12,2022,6,1,1,936.6
2022-06-20,21.6,0.0,44.0,283.0,2.3,308.15,2022,6,0,1,950.4000000000001
2022-06-21,20.5,0.0,37.0,322.0,1.9,481.94,2022,6,0,1,758.5
2022-06-22,18.3,0.0,47.0,332.0,3.2,540.35,2022,6,0,1,860.1
2022-06-23,18.6,0.0,57.0,246.0,2.7,527.95,2022,6,0,1,1060.2
2022-06-24,19.6,0.0,50.0,353.0,2.0,845.5,2022,6,0,1,980.0000000000001
2022-06-25,20.5,0.0,44.0,352.0,2.6,928.21,2022,6,1,1,902.0
2022-06-26,21.2,0.0,30.0,360.0,2.2,1336.75,2022,6,1,1,636.0
2022-06-27,22.2,0.0,34.0,311.0,1.3,469.5,2022,6,0,1,754.8
2022-06-28,23.5,0.0,36.0,356.0,1.5,692.05,2022,6,0,1,846.0
2022-06-29,24.6,0.0,28.0,354.0,2.1,747.6,2022,6,0,1,688.8000000000001
2022-06-30,23.5,0.0,32.0,337.0,1.9,649.6,2022,6,0,1,752.0
2022-07-01,24.1,0.0,37.0,352.0,1.5,773.59,2022,7,0,1,891.7
2022-07-02,28.2,0.0,44.0,343.0,1.9,893.75,2022,7,1,1,1240.8
2022-07-03,28.5,0.0,40.0,330.0,2.2,927.9,2022,7,1,1,1140.0
2022-07-04,27.3,0.0,32.0,353.0,1.6,507.45,2022,7,0,1,873.6
2022-07-05,27.4,0.0,26.0,356.0,1.7,490.25,2022,7,0,1,712.4
2022-07-06,25.0,0.5,47.0,276.0,2.0,508.21,2022,7,0,1,1175.0
2022-07-07,24.7,0.0,39.0,357.0,1.9,648.7,2022,7,0,1,963.3
2022-07-08,26.9,0.0,32.0,356.0,1.5,794.22,2022,7,0,1,860.8
2022-07-09,29.3,0.0,30.0,348.0,1.3,681.22,2022,7,1,1,879.0
2022-07-10,30.6,0.0,26.0,347.0,1.4,870.46,2022,7,1,1,795.6
2022-07-11,30.1,0.0,27.0,278.0,1.4,399.85,2022,7,0,1,812.7
2022-07-13,31.8,0.0,26.0,305.0,1.3,652.87,2022,7,0,1,826.8000000000001
2022-07-14,33.8,0.0,19.0,321.0,1.6,470.15,2022,7,0,1,642.1999999999999
2022-07-15,32.7,0.0,18.0,337.0,1.7,562.1,2022,7,0,1,588.6
2022-07-16,32.5,0.0,22.0,333.0,1.7,491.1,2022,7,1,1,715.0
2022-07-17,31.9,0.0,23.0,333.0,1.7,706.95,2022,7,1,1,733.6999999999999
2022-07-18,32.1,0.0,24.0,333.0,2.0,307.45,2022,7,0,1,770.4000000000001
2022-07-19,28.2,0.0,26.0,352.0,2.8,477.65,2022,7,0,1,733.1999999999999
2022-07-20,28.5,0.0,25.0,343.0,1.1,451.75,2022,7,0,1,712.5
2022-07-21,30.5,0.0,29.0,335.0,1.5,480.2,2022,7,0,1,884.5
2022-07-22,30.2,0.0,27.0,317.0,1.9,566.85,2022,7,0,1,815.4
2022-07-23,28.6,0.0,20.0,350.0,1.9,525.55,2022,7,1,1,572.0
2022-07-24,29.2,0.0,20.0,331.0,2.2,396.5,2022,7,1,1,584.0
2022-07-26,28.6,0.0,31.0,324.0,1.5,398.67,2022,7,0,1,886.6
2022-07-27,28.4,0.0,36.0,323.0,1.7,291.0,2022,7,0,1,1022.4
2022-07-28,28.9,0.0,26.0,334.0,1.9,538.0,2022,7,0,1,751.4
2022-07-29,29.0,0.0,29.0,335.0,1.8,673.8,2022,7,0,1,841.0
2022-07-30,27.3,0.13,46.0,287.0,1.6,551.48,2022,7,1,1,1255.8
2022-07-31,28.7,0.0,46.0,317.0,1.2,622.35,2022,7,1,1,1320.2
2022-08-01,31.2,0.0,33.0,309.0,1.2,319.85,2022,8,0,1,1029.6
2022-08-02,30.7,0.17,37.0,295.0,1.5,417.05,2022,8,0,1,1135.8999999999999
2022-08-03,29.5,0.0,39.0,315.0,1.6,329.05,2022,8,0,1,1150.5
2022-08-04,29.9,0.0,31.0,324.0,1.7,297.5,2022,8,0,1,926.9
2022-08-05,30.4,0.0,29.0,319.0,1.7,344.6,2022,8,0,1,881.5999999999999
2022-08-06,29.7,0.0,29.0,314.0,1.6,461.7,2022,8,1,1,861.3
2022-08-07,29.7,0.0,30.0,318.0,1.7,609.25,2022,8,1,1,891.0
2022-08-08,28.7,0.0,30.0,314.0,1.3,412.2,2022,8,0,1,861.0
2022-08-09,29.8,0.0,30.0,310.0,1.5,434.45,2022,8,0,1,894.0
2022-08-10,30.9,0.0,30.0,276.0,2.1,305.2,2022,8,0,1,927.0
2022-08-11,30.1,0.0,33.0,270.0,1.8,483.6,2022,8,0,1,993.3000000000001
2022-08-12,29.7,0.0,33.0,286.0,1.6,415.62,2022,8,0,1,980.1
2022-08-16,23.6,0.0,32.0,285.0,2.4,263.3,2022,8,0,1,755.2
2022-08-17,21.4,0.04,45.0,249.0,1.3,321.8,2022,8,0,1,962.9999999999999
2022-08-18,21.9,0.01,42.0,309.0,1.5,443.25,2022,8,0,1,919.8
2022-08-19,23.6,0.0,38.0,310.0,1.3,367.33,2022,8,0,1,896.8000000000001
2022-08-20,26.3,0.0,31.0,304.0,1.4,558.35,2022,8,1,1,815.3000000000001
2022-08-21,27.3,0.0,28.0,293.0,1.4,509.45,2022,8,1,1,764.4
2022-08-22,28.1,0.0,34.0,294.0,1.3,324.25,2022,8,0,1,955.4000000000001
2022-08-23,28.7,0.0,36.0,287.0,1.4,429.35,2022,8,0,1,1033.2
2022-08-24,28.1,0.0,36.0,236.0,1.3,287.35,2022,8,0,1,1011.6
2022-08-25,27.6,0.16,36.0,264.0,1.4,343.32,2022,8,0,1,993.6
2022-08-26,25.6,0.0,47.0,218.0,1.7,557.25,2022,8,0,1,1203.2
2022-08-27,25.3,0.0,47.0,265.0,1.1,606.75,2022,8,1,1,1189.1000000000001
2022-08-28,27.4,0.0,43.0,276.0,2.0,738.9,2022,8,1,1,1178.2
2022-08-29,27.1,0.05,48.0,256.0,2.2,421.6,2022,8,0,1,1300.8000000000002
2022-08-30,26.3,0.0,36.0,282.0,2.2,492.54,2022,8,0,1,946.8000000000001
2022-08-31,25.6,0.0,29.0,285.0,2.4,461.6,2022,8,0,1,742.4000000000001
2022-09-01,24.1,0.0,29.0,282.0,1.8,563.31,2022,9,0,0,698.9000000000001
2022-09-02,23.2,0.0,35.0,262.0,2.2,652.24,2022,9,0,0,812.0
2022-09-03,22.0,0.0,43.0,264.0,1.8,840.24,2022,9,1,0,946.0
2022-09-04,21.7,0.0,34.0,281.0,1.7,801.23,2022,9,1,0,737.8
2022-09-05,20.7,0.0,37.0,276.0,2.0,454.73,2022,9,0,0,765.9
2022-09-06,21.4,0.0,48.0,272.0,2.4,394.35,2022,9,0,0,1027.1999999999998
2022-09-07,20.5,0.0,40.0,221.0,2.1,468.37,2022,9,0,0,820.0
2022-09-08,22.7,0.0,48.0,240.0,1.4,458.92,2022,9,0,0,1089.6
2022-09-09,25.0,0.0,47.0,264.0,1.4,643.5,2022,9,0,0,1175.0
2022-09-10,25.7,0.0,37.0,259.0,1.4,821.06,2022,9,1,0,950.9
2022-09-11,26.2,0.0,38.0,251.0,1.2,940.8,2022,9,1,0,995.6
2022-09-12,25.2,0.01,44.0,98.0,2.0,207.85,2022,9,0,0,1108.8
2022-09-14,19.1,0.0,69.0,179.0,1.7,267.93,2022,9,0,0,1317.9
2022-09-16,20.9,0.0,66.0,208.0,0.8,641.69,2022,9,0,0,1379.3999999999999
2022-09-17,21.8,0.0,49.0,240.0,1.0,743.85,2022,9,1,0,1068.2
2022-09-18,23.4,0.0,48.0,226.0,1.3,827.52,2022,9,1,0,1123.1999999999998
2022-09-19,22.8,0.0,61.0,146.0,1.3,281.65,2022,9,0,0,1390.8
2022-09-20,21.2,0.51,70.0,164.0,1.2,327.75,2022,9,0,0,1484.0
2022-09-21,21.9,0.0,57.0,215.0,1.2,341.95,2022,9,0,0,1248.3
2022-09-22,21.6,0.0,57.0,202.0,1.2,277.1,2022,9,0,0,1231.2
2022-09-23,21.8,0.0,49.0,211.0,1.7,784.44,2022,9,0,0,1068.2
2022-09-24,19.8,0.0,43.0,207.0,1.3,628.74,2022,9,1,0,851.4
2022-09-25,16.1,0.0,46.0,201.0,1.7,392.95,2022,9,1,0,740.6
2022-09-27,16.1,0.0,49.0,225.0,1.2,264.1,2022,9,0,0,788.9000000000001
2022-09-28,17.1,0.0,50.0,181.0,1.5,289.19,2022,9,0,0,855.0000000000001
2022-09-29,14.0,0.05,65.0,67.0,1.7,78.9,2022,9,0,0,910.0
2022-09-30,14.6,0.0,51.0,220.0,1.2,332.36,2022,9,0,0,744.6
2022-10-01,15.5,0.0,52.0,215.0,0.9,471.7,2022,10,1,0,806.0
2022-10-02,18.2,0.0,42.0,220.0,0.9,781.04,2022,10,1,0,764.4
2022-10-03,19.5,0.0,34.0,161.0,0.8,171.5,2022,10,0,0,663.0
2022-10-04,20.4,0.0,41.0,186.0,0.9,251.65,2022,10,0,0,836.4
2022-10-05,20.1,0.0,47.0,187.0,0.9,369.95,2022,10,0,0,944.7
2022-10-06,20.2,0.0,55.0,166.0,1.1,286.98,2022,10,0,0,1111.0
2022-10-07,18.3,0.0,62.0,161.0,0.8,430.34,2022,10,0,0,1134.6000000000001
2022-10-08,18.3,0.0,59.0,182.0,1.0,446.05,2022,10,1,0,1079.7
2022-10-09,19.3,0.0,60.0,170.0,1.0,842.58,2022,10,1,0,1158.0
2022-10-10,16.5,0.03,76.0,107.0,0.9,114.6,2022,10,0,0,1254.0
2022-10-11,17.6,0.01,76.0,122.0,0.8,271.58,2022,10,0,0,1337.6000000000001
2022-10-12,17.7,0.0,70.0,182.0,1.0,825.43,2022,10,1,0,1239.0
2022-10-13,17.8,0.0,63.0,167.0,1.0,231.01,2022,10,0,0,1121.4
2022-10-14,18.5,0.0,58.0,173.0,1.0,491.27,2022,10,0,0,1073.0
2022-10-15,18.3,0.0,56.0,180.0,1.2,519.25,2022,10,1,0,1024.8
2022-10-16,18.0,0.0,57.0,128.0,1.0,629.71,2022,10,1,0,1026.0
2022-10-18,19.8,0.0,62.0,165.0,1.0,307.27,2022,10,0,0,1227.6000000000001
2022-10-19,18.8,0.0,57.0,87.0,2.3,123.0,2022,10,0,0,1071.6000000000001
2022-10-20,15.6,0.12,69.0,20.0,2.1,74.26,2022,10,0,0,1076.3999999999999
2022-10-22,16.0,0.25,83.0,120.0,2.0,263.29,2022,10,1,0,1328.0
2022-10-23,15.3,0.03,85.0,81.0,2.1,220.01,2022,10,1,0,1300.5
2022-10-24,14.6,0.0,84.0,74.0,0.6,143.52,2022,10,0,0,1226.3999999999999
2022-10-25,16.8,0.0,68.0,131.0,1.2,230.21,2022,10,0,0,1142.4
2022-10-26,17.2,0.0,69.0,106.0,0.9,205.55,2022,10,0,0,1186.8
2022-10-27,18.9,0.0,55.0,115.0,0.8,202.21,2022,10,0,0,1039.5
2022-10-28,17.8,0.0,58.0,114.0,0.7,243.25,2022,10,0,0,1032.4
2022-10-29,17.6,0.0,54.0,137.0,0.8,389.59,2022,10,1,0,950.4000000000001
2022-10-30,14.9,0.0,69.0,75.0,0.7,355.03,2022,10,1,0,1028.1000000000001
2022-10-31,12.9,0.03,86.0,31.0,0.7,100.85,2022,10,0,0,1109.4
2022-11-01,15.6,0.0,75.0,115.0,0.9,244.36,2022,11,1,0,1170.0
2022-11-02,14.5,0.0,72.0,134.0,0.8,178.0,2022,11,0,0,1044.0
2022-11-03,12.9,0.05,80.0,93.0,2.3,80.92,2022,11,0,0,1032.0
2022-11-04,12.0,0.0,62.0,136.0,1.1,273.03,2022,11,0,0,744.0
2022-11-05,9.0,0.0,67.0,143.0,0.8,248.5,2022,11,1,0,603.0
2022-11-06,10.1,0.0,68.0,138.0,0.9,292.0,2022,11,1,0,686.8
2022-11-11,11.5,0.03,78.0,85.0,1.0,138.19,2022,11,0,0,897.0
2022-11-12,13.7,0.15,78.0,80.0,1.7,243.26,2022,11,1,0,1068.6
2022-11-13,13.4,0.0,78.0,95.0,0.8,486.01,2022,11,1,0,1045.2
2022-11-15,12.9,0.17,91.0,58.0,2.8,98.95,2022,11,0,0,1173.9
2022-11-16,11.4,0.13,96.0,42.0,2.8,108.54,2022,11,0,0,1094.4
2022-11-17,13.7,0.02,91.0,73.0,3.6,162.81,2022,11,0,0,1246.7
2022-11-18,10.0,0.01,76.0,101.0,2.1,201.22,2022,11,0,0,760.0
2022-11-19,7.9,0.0,62.0,106.0,1.7,150.74,2022,11,1,0,489.8
2022-11-20,10.5,0.0,76.0,117.0,1.7,359.96,2022,11,1,0,798.0
2022-11-22,7.6,0.06,81.0,43.0,3.2,61.21,2022,11,0,0,615.6
2022-11-23,13.4,0.0,93.0,97.0,3.5,104.34,2022,11,0,0,1246.2
2022-11-24,11.5,0.18,95.0,37.0,1.5,134.83,2022,11,0,0,1092.5
2022-11-25,10.7,0.01,74.0,122.0,1.2,91.94,2022,11,0,0,791.8
2022-11-26,6.2,0.0,79.0,104.0,0.6,358.35,2022,11,1,0,489.8
2022-11-27,7.3,0.03,78.0,105.0,0.7,353.34,2022,11,1,0,569.4
2022-11-28,8.6,0.15,66.0,112.0,2.0,41.41,2022,11,0,0,567.6
2022-11-29,6.9,0.0,71.0,102.0,0.7,67.21,2022,11,0,0,489.90000000000003
2022-11-30,6.9,0.0,76.0,86.0,0.7,96.11,2022,11,0,0,524.4
2022-12-01,7.6,,66.0,110.0,1.2,116.32,2022,12,0,0,501.59999999999997
2022-12-02,5.3,,72.0,77.0,0.8,43.18,2022,12,0,0,381.59999999999997
2022-12-07,9.7,,92.0,44.0,0.5,113.56,2022,12,0,0,892.4
2022-12-08,8.9,,99.0,20.0,1.3,102.13,2022,12,1,0,881.1
