Fecha,Temperatura_Media,Precipitaciones,Humedad_Relativa,Radiación_Solar,Velocidad_Viento
2023-05-25,17.7,0.23,66.0,244.0,1.5
2023-05-26,14.7,0.88,87.0,118.0,1.8
2023-05-27,17.0,0.41,75.0,215.0,1.4
2023-05-28,14.9,0.15,87.0,135.0,1.0
2023-05-29,16.2,0.43,79.0,282.0,1.2
2023-05-30,16.1,0.01,80.0,238.0,1.1
2023-05-31,18.0,0.0,70.0,302.0,1.2
2023-06-01,17.4,0.09,70.0,237.0,1.2
2023-06-02,17.3,0.12,73.0,254.0,1.2
2023-06-03,18.2,0.47,70.0,315.0,1.3
2023-06-04,20.0,0.0,63.0,296.0,1.1
2023-06-05,20.2,0.0,65.0,266.0,1.4
2023-06-06,22.0,0.0,58.0,336.0,1.1
2023-06-07,18.0,0.36,83.0,63.0,1.6
2023-06-08,17.8,0.08,87.0,123.0,1.7
2023-06-09,19.1,0.0,71.0,289.0,2.1
2023-06-10,21.2,0.0,64.0,321.0,1.6
2023-06-11,22.2,0.0,53.0,346.0,1.7
2023-06-12,21.9,0.0,55.0,311.0,1.6
2023-06-13,19.9,0.05,61.0,282.0,1.5
2023-06-14,21.5,0.0,55.0,268.0,1.0
2023-06-15,24.3,0.0,45.0,341.0,1.2
2023-06-16,25.9,0.0,42.0,331.0,1.3
2023-06-17,26.8,0.0,46.0,307.0,1.7
2023-06-18,25.0,0.0,49.0,291.0,1.5
2023-06-19,23.5,0.1,61.0,273.0,1.4
2023-06-20,22.6,0.0,55.0,288.0,1.9
2023-06-21,21.4,0.08,58.0,208.0,1.4
2023-06-22,22.2,0.0,63.0,317.0,1.1
2023-06-23,26.0,0.0,47.0,353.0,1.2
2023-06-24,27.6,0.0,43.0,353.0,1.2
2023-06-25,29.2,0.0,40.0,330.0,1.3
2023-06-26,29.7,0.0,34.0,345.0,1.5
2023-06-27,29.2,0.0,40.0,304.0,1.2
2023-06-28,28.8,0.0,39.0,311.0,1.2
2023-06-29,27.0,0.0,36.0,341.0,1.8
2023-06-30,22.9,0.0,43.0,358.0,2.1
2023-07-01,25.4,0.0,40.0,345.0,1.4
2023-07-02,27.2,0.0,43.0,309.0,1.4
2023-07-03,28.5,0.0,40.0,344.0,2.0
2023-07-04,27.5,0.0,37.0,358.0,1.5
2023-07-05,26.7,0.0,30.0,281.0,1.4
2023-07-06,27.1,0.0,40.0,342.0,2.0
2023-07-07,26.7,0.0,42.0,329.0,2.1
2023-07-08,26.0,0.0,31.0,360.0,1.9
2023-07-09,26.6,0.0,30.0,340.0,1.5
2023-07-10,29.1,0.0,30.0,345.0,1.3
2023-07-11,30.2,0.0,27.0,349.0,2.1
2023-07-12,27.1,0.0,28.0,284.0,1.8
2023-07-13,28.1,0.0,33.0,347.0,1.5
2023-07-14,28.4,0.0,35.0,351.0,2.1
2023-07-15,25.5,0.0,39.0,356.0,3.0
2023-07-16,26.1,0.0,33.0,350.0,1.5
2023-07-17,28.8,0.0,32.0,328.0,1.2
2023-07-18,30.9,0.0,30.0,297.0,1.9
2023-07-19,31.1,0.0,25.0,328.0,2.5
2023-07-20,28.2,0.0,23.0,350.0,2.5
2023-07-21,26.2,0.0,33.0,307.0,2.0
2023-07-22,25.5,0.0,37.0,275.0,1.3
2023-07-23,26.2,0.0,30.0,337.0,1.7
2023-07-24,25.0,0.0,31.0,323.0,2.2
2023-07-25,24.3,0.0,33.0,344.0,1.6
2023-07-26,25.6,0.0,33.0,340.0,1.2
2023-07-27,26.4,0.0,34.0,335.0,2.2
2023-07-28,26.8,0.0,31.0,336.0,2.0
2023-07-29,27.9,0.0,32.0,335.0,2.0
2023-07-30,29.2,0.0,33.0,333.0,1.8
2023-07-31,29.7,0.0,32.0,329.0,1.5
2023-08-01,29.5,0.0,26.0,331.0,1.6
2023-08-02,28.4,0.0,34.0,331.0,1.9
2023-08-03,26.0,0.0,38.0,330.0,1.8
2023-08-04,26.0,0.0,24.0,375.0,1.9
2023-08-05,24.2,0.0,34.0,328.0,1.5
2023-08-06,27.3,0.0,29.0,324.0,1.4
2023-08-07,27.4,0.0,28.0,322.0,1.4
2023-08-08,29.4,0.0,32.0,300.0,1.4
2023-08-09,31.0,0.0,31.0,250.0,1.6
2023-08-10,30.8,0.0,26.0,321.0,1.7
2023-08-11,29.5,0.0,23.0,313.0,1.3
2023-08-12,29.9,0.0,28.0,305.0,1.4
2023-08-13,28.9,0.0,33.0,310.0,1.9
2023-08-14,27.6,0.0,22.0,317.0,1.8
2023-08-15,27.1,0.0,24.0,297.0,1.5
2023-08-16,27.3,0.0,27.0,309.0,1.5
2023-08-17,27.1,0.0,29.0,307.0,1.6
2023-08-18,26.8,0.0,26.0,280.0,2.3
2023-08-19,28.2,0.0,31.0,299.0,1.5
2023-08-20,29.7,0.0,27.0,301.0,1.3
2023-08-21,31.6,0.0,28.0,289.0,1.3
2023-08-22,31.9,0.0,24.0,288.0,1.5
2023-08-23,31.8,0.0,25.0,292.0,1.8
2023-08-24,30.7,0.0,25.0,289.0,1.6
2023-08-25,30.8,0.0,21.0,274.0,2.3
2023-08-26,26.6,0.0,27.0,174.0,3.1
2023-08-27,20.0,0.0,38.0,291.0,1.8
2023-08-28,20.8,0.0,41.0,287.0,1.3
2023-08-29,22.1,0.0,40.0,272.0,1.3
2023-08-30,21.8,0.0,39.0,267.0,1.1
2023-08-31,23.4,0.0,36.0,279.0,1.3
2023-09-01,23.6,0.0,37.0,226.0,1.4
2023-09-02,18.3,0.48,72.0,63.0,1.5
2023-09-03,17.3,0.93,93.0,41.0,1.2
2023-09-04,19.2,1.92,86.0,126.0,1.0
2023-09-05,21.9,0.0,69.0,244.0,1.0
2023-09-06,22.6,0.23,70.0,189.0,0.8
2023-09-07,23.8,0.0,64.0,198.0,1.1
2023-09-08,24.7,0.09,61.0,250.0,1.3
2023-09-09,22.8,0.08,70.0,171.0,1.4
2023-09-10,22.3,0.23,75.0,239.0,1.1
2023-09-11,20.6,0.05,71.0,207.0,1.5
2023-09-12,20.5,0.0,64.0,186.0,0.9
2023-09-13,21.8,0.0,56.0,250.0,1.1
2023-09-14,22.4,0.0,62.0,174.0,1.0
2023-09-15,20.5,0.68,73.0,182.0,1.6
2023-09-16,18.8,0.0,79.0,119.0,1.3
2023-09-17,17.0,0.33,85.0,105.0,1.7
2023-09-18,16.9,0.0,80.0,121.0,1.3
2023-09-19,18.1,0.0,71.0,213.0,0.8
2023-09-20,17.9,0.0,65.0,231.0,1.9
2023-09-21,15.7,0.02,75.0,102.0,2.6
2023-09-22,15.8,0.0,54.0,223.0,1.4
2023-09-23,15.9,0.0,59.0,234.0,0.8
2023-09-24,18.0,0.0,58.0,232.0,0.7
2023-09-25,19.6,0.0,54.0,230.0,0.7
2023-09-26,20.0,0.0,57.0,217.0,0.7
2023-09-27,20.2,0.0,62.0,211.0,0.9
2023-09-28,20.6,0.0,63.0,215.0,1.0
2023-09-29,22.2,0.0,56.0,217.0,0.8
2023-09-30,22.7,0.0,56.0,212.0,0.7
2023-10-01,22.6,0.0,56.0,214.0,0.7
2023-10-02,21.8,0.0,51.0,208.0,0.7
2023-10-03,21.2,0.0,56.0,189.0,0.8
2023-10-04,21.7,0.0,60.0,196.0,0.8
2023-10-05,21.9,0.0,60.0,195.0,0.7
2023-10-06,22.4,0.0,50.0,198.0,0.7
2023-10-07,21.7,0.0,47.0,195.0,0.5
2023-10-08,21.0,0.0,50.0,191.0,0.5
2023-10-09,21.1,0.0,49.0,182.0,0.6
2023-10-10,19.8,0.0,54.0,186.0,0.6
2023-10-11,19.1,0.0,55.0,192.0,0.6
2023-10-12,18.9,0.0,52.0,182.0,0.7
2023-10-13,19.3,0.0,50.0,144.0,0.9
2023-10-14,17.8,0.04,76.0,132.0,0.7
2023-10-15,16.3,0.03,81.0,128.0,0.7
2023-10-16,16.9,0.0,80.0,121.0,1.2
2023-10-17,18.8,0.01,72.0,96.0,2.4
2023-10-18,16.8,0.04,84.0,125.0,3.4
2023-10-19,13.6,1.93,97.0,13.0,2.2
2023-10-20,12.0,0.01,81.0,133.0,2.8
2023-10-21,11.5,0.0,68.0,177.0,1.2
2023-10-22,11.5,0.55,80.0,92.0,1.2
2023-10-23,11.7,0.16,91.0,93.0,1.7
2023-10-24,10.6,0.03,90.0,113.0,2.4
2023-10-25,13.9,0.0,91.0,114.0,2.9
2023-10-26,15.1,0.07,90.0,64.0,3.3
2023-10-27,11.7,0.0,88.0,128.0,2.6
2023-10-28,13.4,0.0,84.0,105.0,3.0
2023-10-29,14.0,0.06,85.0,37.0,2.3
2023-10-30,11.9,0.1,84.0,131.0,1.9
2023-10-31,9.3,0.0,87.0,81.0,0.6
2023-11-01,11.1,0.0,96.0,46.0,2.6
2023-11-02,11.8,0.24,82.0,83.0,4.0
2023-11-03,9.2,0.0,85.0,81.0,2.8
2023-11-04,11.1,0.03,92.0,44.0,3.8
2023-11-05,10.1,0.0,81.0,132.0,2.7
2023-11-06,8.5,0.0,76.0,131.0,1.1
2023-11-07,6.9,0.0,82.0,91.0,1.1
2023-11-08,8.0,0.0,88.0,91.0,1.0
2023-11-09,11.6,0.01,80.0,135.0,2.0
2023-11-10,11.3,0.02,76.0,128.0,1.6
2023-11-11,13.9,0.0,92.0,114.0,3.5
2023-11-12,14.7,0.0,87.0,123.0,2.2
2023-11-13,15.3,0.0,88.0,75.0,1.2
2023-11-14,12.5,0.0,92.0,74.0,0.6
2023-11-15,12.3,0.0,91.0,74.0,0.6
2023-11-16,12.3,0.0,95.0,61.0,0.6
2023-11-17,13.4,0.0,90.0,102.0,0.6
2023-11-18,12.1,0.0,83.0,118.0,0.5
2023-11-19,11.9,0.0,81.0,117.0,0.5
2023-11-20,11.5,0.0,80.0,113.0,0.7
2023-11-21,9.3,0.0,69.0,114.0,0.8
2023-11-22,6.9,0.0,71.0,47.0,0.8
2023-11-23,10.982142857142858,0.03214285714285715,84.53571428571429,91.82142857142857,1.5642857142857143
2023-11-24,10.982142857142858,0.03214285714285715,84.53571428571429,91.82142857142857,1.5642857142857143
2023-11-25,12.8,0.0,59.0,167.0,0.7
2023-11-26,8.2,0.0,76.0,98.0,0.6
2023-11-27,7.1,0.0,92.0,70.0,0.8
2023-11-28,9.0,0.0,95.0,44.0,1.1
2023-11-29,12.0,0.0,92.0,58.0,2.4
2023-11-30,12.7,0.6,96.0,40.0,2.9
2023-12-01,8.1,0.54,66.0,94.0,1.5
2023-12-01,8.1,0.54,77.0,94.0,1.5
2023-12-02,7.5,0.0,80.0,107.0,0.9
2023-12-02,7.5,0.0,68.0,107.0,0.9
2023-12-03,3.9,0.0,83.0,92.0,0.7
2023-12-03,3.9,0.0,86.0,92.0,0.7
2023-12-04,6.8,0.03,79.0,57.0,1.7
2023-12-04,6.8,0.03,91.0,57.0,1.7
2023-12-05,5.9,0.0,77.0,54.0,0.7
2023-12-05,5.9,0.0,74.0,54.0,0.7
2023-12-06,5.9,0.0,82.0,67.0,0.5
2023-12-06,5.9,0.0,77.0,67.0,0.5
2023-12-07,4.8,0.07,98.0,21.0,0.4
2023-12-07,4.8,0.07,95.0,21.0,0.4
2023-12-08,8.9,0.0,98.0,84.0,0.7821428571428574
2023-12-08,8.9,0.0,75.0,84.0,0.7821428571428574
2023-12-09,9.6,0.0,68.0,71.0,0.7821428571428574
2023-12-09,9.6,0.0,89.0,71.0,0.7821428571428574
2023-12-10,11.0,0.0,85.0,18.0,0.7821428571428574
2023-12-10,11.0,0.0,96.0,18.0,0.7821428571428574
2023-12-11,10.8,0.0,95.0,39.0,0.5
2023-12-11,10.8,0.0,89.0,39.0,0.5
2023-12-12,9.4,0.06,87.0,17.0,0.8
2023-12-12,9.4,0.06,96.0,17.0,0.8
2023-12-13,9.5,0.01,84.0,95.0,1.7
2023-12-13,9.5,0.01,73.0,95.0,1.7
2023-12-14,6.8,0.0,88.0,96.0,0.8
2023-12-14,6.8,0.0,71.0,96.0,0.8
2023-12-15,6.8,0.0,82.0,99.0,0.8
2023-12-15,6.8,0.0,77.0,99.0,0.8
2023-12-16,5.0,0.0,83.0,100.0,0.5
2023-12-16,5.0,0.0,79.0,100.0,0.5
2023-12-17,4.6,0.0,73.0,101.0,0.5
2023-12-17,4.6,0.0,78.0,101.0,0.5
2023-12-18,4.4,0.0,63.0,99.0,0.5
2023-12-18,4.4,0.0,80.0,99.0,0.5
2023-12-19,4.3,0.0,70.0,98.0,0.7
2023-12-19,4.3,0.0,82.0,98.0,0.7
2023-12-20,5.8,0.02,68.0,90.0,1.2
2023-12-20,5.8,0.02,72.0,90.0,1.2
2023-12-21,5.8,0.0,66.0,93.0,0.6
2023-12-21,5.8,0.0,74.0,93.0,0.6
2023-12-22,5.6,0.0,42.0,99.0,0.5
2023-12-22,5.6,0.0,79.0,99.0,0.5
2023-12-23,5.0,0.0,62.0,100.0,0.5
2023-12-23,5.0,0.0,77.0,100.0,0.5
2023-12-24,4.4,0.0,67.0,98.0,0.5
2023-12-24,4.4,0.0,79.0,98.0,0.5
2023-12-25,3.7,0.0,60.0,99.0,0.6
2023-12-25,3.7,0.0,84.0,99.0,0.6
2023-12-26,3.0,0.0,62.0,100.0,0.6
2023-12-26,3.0,0.0,86.0,100.0,0.6
2023-12-27,3.2,0.0,62.0,101.0,0.6
2023-12-27,3.2,0.0,82.0,101.0,0.6
2023-12-28,2.6,0.0,57.0,54.0,0.5
2023-12-28,2.6,0.0,86.0,54.0,0.5
2023-12-29,4.4,0.0,64.0,38.0,0.6
2023-12-29,4.4,0.0,88.0,38.0,0.6
2023-12-30,5.6,0.0,66.0,95.0,0.7
2023-12-30,5.6,0.0,82.0,95.0,0.7
2023-12-31,6.7,0.0,68.0,56.0,1.8
2023-12-31,6.7,0.0,91.0,56.0,1.8
