Fecha;Magnitud;Zona;Estación;Valor
2022-09-01;Velocidad del viento;Noroeste;Casa de Campo;1,8
2022-09-02;Velocidad del viento;Noroeste;Casa de Campo;2,2
2022-09-03;Velocidad del viento;Noroeste;Casa de Campo;1,8
2022-09-04;Velocidad del viento;Noroeste;Casa de Campo;1,7
2022-09-05;Velocidad del viento;Noroeste;Casa de Campo;2,0
2022-09-06;Velocidad del viento;Noroeste;Casa de Campo;2,4
2022-09-07;Velocidad del viento;Noroeste;Casa de Campo;2,1
2022-09-08;Velocidad del viento;Noroeste;Casa de Campo;1,4
2022-09-09;Velocidad del viento;Noroeste;Casa de Campo;1,4
2022-09-10;Velocidad del viento;Noroeste;Casa de Campo;1,4
2022-09-11;Velocidad del viento;Noroeste;Casa de Campo;1,2
2022-09-12;Velocidad del viento;Noroeste;Casa de Campo;2,0
2022-09-13;Velocidad del viento;Noroeste;Casa de Campo;3,3
2022-09-14;Velocidad del viento;Noroeste;Casa de Campo;1,7
2022-09-15;Velocidad del viento;Noroeste;Casa de Campo;1,0
2022-09-16;Velocidad del viento;Noroeste;Casa de Campo;0,8
2022-09-17;Velocidad del viento;Noroeste;Casa de Campo;1,0
2022-09-18;Velocidad del viento;Noroeste;Casa de Campo;1,3
2022-09-19;Velocidad del viento;Noroeste;Casa de Campo;1,3
2022-09-20;Velocidad del viento;Noroeste;Casa de Campo;1,2
2022-09-21;Velocidad del viento;Noroeste;Casa de Campo;1,2
2022-09-22;Velocidad del viento;Noroeste;Casa de Campo;1,2
2022-09-23;Velocidad del viento;Noroeste;Casa de Campo;1,7
2022-09-24;Velocidad del viento;Noroeste;Casa de Campo;1,3
2022-09-25;Velocidad del viento;Noroeste;Casa de Campo;1,7
2022-09-26;Velocidad del viento;Noroeste;Casa de Campo;1,5
2022-09-27;Velocidad del viento;Noroeste;Casa de Campo;1,2
2022-09-28;Velocidad del viento;Noroeste;Casa de Campo;1,5
2022-09-29;Velocidad del viento;Noroeste;Casa de Campo;1,7
2022-09-30;Velocidad del viento;Noroeste;Casa de Campo;1,2
