Fecha;Magnitud;Zona;Estación;Valor
2023-03-01;Humedad relativa;Noroeste;Casa de Campo;53
2023-03-02;Humedad relativa;Noroeste;Casa de Campo;56
2023-03-03;Humedad relativa;Noroeste;Casa de Campo;57
2023-03-04;Humedad relativa;Noroeste;Casa de Campo;59
2023-03-05;Humedad relativa;Noroeste;Casa de Campo;79
2023-03-06;Humedad relativa;Noroeste;Casa de Campo;83
2023-03-07;Humedad relativa;Noroeste;Casa de Campo;80
2023-03-08;Humedad relativa;Noroeste;Casa de Campo;80
2023-03-09;Humedad relativa;Noroeste;Casa de Campo;79
2023-03-10;Humedad relativa;Noroeste;Casa de Campo;70
2023-03-11;Humedad relativa;Noroeste;Casa de Campo;78
2023-03-12;Humedad relativa;Noroeste;Casa de Campo;68
2023-03-13;Humedad relativa;Noroeste;Casa de Campo;71
2023-03-14;Humedad relativa;Noroeste;Casa de Campo;51
2023-03-15;Humedad relativa;Noroeste;Casa de Campo;57
2023-03-16;Humedad relativa;Noroeste;Casa de Campo;57
2023-03-17;Humedad relativa;Noroeste;Casa de Campo;59
2023-03-18;Humedad relativa;Noroeste;Casa de Campo;71
2023-03-19;Humedad relativa;Noroeste;Casa de Campo;57
2023-03-20;Humedad relativa;Noroeste;Casa de Campo;56
2023-03-21;Humedad relativa;Noroeste;Casa de Campo;55
2023-03-22;Humedad relativa;Noroeste;Casa de Campo;51
2023-03-23;Humedad relativa;Noroeste;Casa de Campo;47
2023-03-24;Humedad relativa;Noroeste;Casa de Campo;68
2023-03-25;Humedad relativa;Noroeste;Casa de Campo;69
2023-03-26;Humedad relativa;Noroeste;Casa de Campo;50
2023-03-27;Humedad relativa;Noroeste;Casa de Campo;42
2023-03-28;Humedad relativa;Noroeste;Casa de Campo;38
2023-03-29;Humedad relativa;Noroeste;Casa de Campo;43
2023-03-30;Humedad relativa;Noroeste;Casa de Campo;51
2023-03-31;Humedad relativa;Noroeste;Casa de Campo;60
