,Fecha,Temperatura_Media,Precipitaciones,Humedad_Relativa,Radiación_Solar,Velocidad_Viento,Ventas
743,2022-05-20,22.6,0.0,55.0,288.0,1.9,912.41
744,2022-05-21,21.4,0.08,58.0,208.0,1.4,715.52
745,2022-05-22,22.2,0.0,63.0,317.0,1.1,879.3
746,2022-05-24,27.6,0.0,43.0,353.0,1.2,273.3
747,2022-05-26,29.7,0.0,34.0,345.0,1.5,531.52
748,2022-05-27,29.2,0.0,40.0,304.0,1.2,807.86
749,2022-05-28,28.8,0.0,39.0,311.0,1.2,916.21
750,2022-05-29,27.0,0.0,36.0,341.0,1.8,1093.14
751,2022-05-31,25.4,0.0,40.0,345.0,1.4,602.31
752,2022-06-01,27.2,0.0,43.0,309.0,1.4,642.17
753,2022-06-02,28.5,0.0,40.0,344.0,2.0,546.65
754,2022-06-03,27.5,0.0,37.0,358.0,1.5,810.61
755,2022-06-04,26.7,0.0,30.0,281.0,1.4,915.11
756,2022-06-05,27.1,0.0,40.0,342.0,2.0,1228.1
757,2022-06-06,26.7,0.0,42.0,329.0,2.1,178.15
758,2022-06-07,26.0,0.0,31.0,360.0,1.9,618.83
759,2022-06-08,26.6,0.0,30.0,340.0,1.5,575.55
760,2022-06-09,29.1,0.0,30.0,345.0,1.3,708.9
761,2022-06-10,30.2,0.0,27.0,349.0,2.1,936.22
762,2022-06-11,27.1,0.0,28.0,284.0,1.8,1071.49
763,2022-06-12,28.1,0.0,33.0,347.0,1.5,1002.17
764,2022-06-14,25.5,0.0,39.0,356.0,3.0,728.32
765,2022-06-15,26.1,0.0,33.0,350.0,1.5,724.35
766,2022-06-16,28.8,0.0,32.0,328.0,1.2,675.62
767,2022-06-17,30.9,0.0,30.0,297.0,1.9,887.76
768,2022-06-18,31.1,0.0,25.0,328.0,2.5,1000.93
769,2022-06-19,28.2,0.0,23.0,350.0,2.5,1180.12
770,2022-06-20,26.2,0.0,33.0,307.0,2.0,308.15
771,2022-06-21,25.5,0.0,37.0,275.0,1.3,481.94
772,2022-06-22,26.2,0.0,30.0,337.0,1.7,540.35
773,2022-06-23,25.0,0.0,31.0,323.0,2.2,527.95
774,2022-06-24,24.3,0.0,33.0,344.0,1.6,845.5
775,2022-06-25,25.6,0.0,33.0,340.0,1.2,928.21
776,2022-06-26,26.4,0.0,34.0,335.0,2.2,1336.75
777,2022-06-27,26.8,0.0,31.0,336.0,2.0,469.5
778,2022-06-28,27.9,0.0,32.0,335.0,2.0,692.05
779,2022-06-29,29.2,0.0,33.0,333.0,1.8,747.6
780,2022-06-30,29.7,0.0,32.0,329.0,1.5,649.6
781,2022-07-01,29.5,0.0,26.0,331.0,1.6,773.59
782,2022-07-02,28.4,0.0,34.0,331.0,1.9,893.75
783,2022-07-03,26.0,0.0,38.0,330.0,1.8,927.9
784,2022-07-04,26.0,0.0,24.0,375.0,1.9,507.45
785,2022-07-05,24.2,0.0,34.0,328.0,1.5,490.25
786,2022-07-06,27.3,0.0,29.0,324.0,1.4,508.21
787,2022-07-07,27.4,0.0,28.0,322.0,1.4,648.7
788,2022-07-08,29.4,0.0,32.0,300.0,1.4,794.22
789,2022-07-09,31.0,0.0,31.0,250.0,1.6,681.22
790,2022-07-10,30.8,0.0,26.0,321.0,1.7,870.46
791,2022-07-11,29.5,0.0,23.0,313.0,1.3,399.85
792,2022-07-13,28.9,0.0,33.0,310.0,1.9,652.87
793,2022-07-14,27.6,0.0,22.0,317.0,1.8,470.15
794,2022-07-15,27.1,0.0,24.0,297.0,1.5,562.1
795,2022-07-16,27.3,0.0,27.0,309.0,1.5,491.1
796,2022-07-17,27.1,0.0,29.0,307.0,1.6,706.95
797,2022-07-18,26.8,0.0,26.0,280.0,2.3,307.45
798,2022-07-19,28.2,0.0,31.0,299.0,1.5,477.65
799,2022-07-20,29.7,0.0,27.0,301.0,1.3,451.75
800,2022-07-21,31.6,0.0,28.0,289.0,1.3,480.2
801,2022-07-22,31.9,0.0,24.0,288.0,1.5,566.85
802,2022-07-23,31.8,0.0,25.0,292.0,1.8,525.55
803,2022-07-24,30.7,0.0,25.0,289.0,1.6,396.5
804,2022-07-26,26.6,0.0,27.0,174.0,3.1,398.67
805,2022-07-27,20.0,0.0,38.0,291.0,1.8,291.0
806,2022-07-28,20.8,0.0,41.0,287.0,1.3,538.0
807,2022-07-29,22.1,0.0,40.0,272.0,1.3,673.8
808,2022-07-30,21.8,0.0,39.0,267.0,1.1,551.48
809,2022-07-31,23.4,0.0,36.0,279.0,1.3,622.35
810,2022-08-01,23.6,0.0,37.0,226.0,1.4,319.85
811,2022-08-02,18.3,0.48,72.0,63.0,1.5,417.05
812,2022-08-03,17.3,0.93,93.0,41.0,1.2,329.05
813,2022-08-04,19.2,1.92,86.0,126.0,1.0,297.5
814,2022-08-05,21.9,0.0,69.0,244.0,1.0,344.6
815,2022-08-06,22.6,0.23,70.0,189.0,0.8,461.7
816,2022-08-07,23.8,0.0,64.0,198.0,1.1,609.25
817,2022-08-08,24.7,0.09,61.0,250.0,1.3,412.2
818,2022-08-09,22.8,0.08,70.0,171.0,1.4,434.45
819,2022-08-10,22.3,0.23,75.0,239.0,1.1,305.2
820,2022-08-11,20.6,0.05,71.0,207.0,1.5,483.6
821,2022-08-12,20.5,0.0,64.0,186.0,0.9,415.62
822,2022-08-16,18.8,0.0,79.0,119.0,1.3,263.3
823,2022-08-17,17.0,0.33,85.0,105.0,1.7,321.8
824,2022-08-18,16.9,0.0,80.0,121.0,1.3,443.25
825,2022-08-19,18.1,0.0,71.0,213.0,0.8,367.33
826,2022-08-20,17.9,0.0,65.0,231.0,1.9,558.35
827,2022-08-21,15.7,0.02,75.0,102.0,2.6,509.45
828,2022-08-22,15.8,0.0,54.0,223.0,1.4,324.25
829,2022-08-23,15.9,0.0,59.0,234.0,0.8,429.35
830,2022-08-24,18.0,0.0,58.0,232.0,0.7,287.35
831,2022-08-25,19.6,0.0,54.0,230.0,0.7,343.32
832,2022-08-26,20.0,0.0,57.0,217.0,0.7,557.25
833,2022-08-27,20.2,0.0,62.0,211.0,0.9,606.75
834,2022-08-28,20.6,0.0,63.0,215.0,1.0,738.9
835,2022-08-29,22.2,0.0,56.0,217.0,0.8,421.6
836,2022-08-30,22.7,0.0,56.0,212.0,0.7,492.54
837,2022-08-31,22.6,0.0,56.0,214.0,0.7,461.6
838,2022-09-01,21.8,0.0,51.0,208.0,0.7,563.31
839,2022-09-02,21.2,0.0,56.0,189.0,0.8,652.24
840,2022-09-03,21.7,0.0,60.0,196.0,0.8,840.24
841,2022-09-04,21.9,0.0,60.0,195.0,0.7,801.23
842,2022-09-05,22.4,0.0,50.0,198.0,0.7,454.73
843,2022-09-06,21.7,0.0,47.0,195.0,0.5,394.35
844,2022-09-07,21.0,0.0,50.0,191.0,0.5,468.37
845,2022-09-08,21.1,0.0,49.0,182.0,0.6,458.92
846,2022-09-09,19.8,0.0,54.0,186.0,0.6,643.5
847,2022-09-10,19.1,0.0,55.0,192.0,0.6,821.06
848,2022-09-11,18.9,0.0,52.0,182.0,0.7,940.8
849,2022-09-12,19.3,0.0,50.0,144.0,0.9,207.85
850,2022-09-14,16.3,0.03,81.0,128.0,0.7,267.93
851,2022-09-16,18.8,0.01,72.0,96.0,2.4,641.69
852,2022-09-17,16.8,0.04,84.0,125.0,3.4,743.85
853,2022-09-18,13.6,1.93,97.0,13.0,2.2,827.52
854,2022-09-19,12.0,0.01,81.0,133.0,2.8,281.65
855,2022-09-20,11.5,0.0,68.0,177.0,1.2,327.75
856,2022-09-21,11.5,0.55,80.0,92.0,1.2,341.95
857,2022-09-22,11.7,0.16,91.0,93.0,1.7,277.1
858,2022-09-23,10.6,0.03,90.0,113.0,2.4,784.44
859,2022-09-24,13.9,0.0,91.0,114.0,2.9,628.74
860,2022-09-25,15.1,0.07,90.0,64.0,3.3,392.95
861,2022-09-27,13.4,0.0,84.0,105.0,3.0,264.1
862,2022-09-28,14.0,0.06,85.0,37.0,2.3,289.19
863,2022-09-29,11.9,0.1,84.0,131.0,1.9,78.9
864,2022-09-30,9.3,0.0,87.0,81.0,0.6,332.36
865,2022-10-01,11.1,0.0,96.0,46.0,2.6,471.7
866,2022-10-02,11.8,0.24,82.0,83.0,4.0,781.04
867,2022-10-03,9.2,0.0,85.0,81.0,2.8,171.5
868,2022-10-04,11.1,0.03,92.0,44.0,3.8,251.65
869,2022-10-05,10.1,0.0,81.0,132.0,2.7,369.95
870,2022-10-06,8.5,0.0,76.0,131.0,1.1,286.98
871,2022-10-07,6.9,0.0,82.0,91.0,1.1,430.34
872,2022-10-08,8.0,0.0,88.0,91.0,1.0,446.05
873,2022-10-09,11.6,0.01,80.0,135.0,2.0,842.58
874,2022-10-10,11.3,0.02,76.0,128.0,1.6,114.6
875,2022-10-11,13.9,0.0,92.0,114.0,3.5,271.58
876,2022-10-12,14.7,0.0,87.0,123.0,2.2,825.43
877,2022-10-13,15.3,0.0,88.0,75.0,1.2,231.01
878,2022-10-14,12.5,0.0,92.0,74.0,0.6,491.27
879,2022-10-15,12.3,0.0,91.0,74.0,0.6,519.25
880,2022-10-16,12.3,0.0,95.0,61.0,0.6,629.71
881,2022-10-18,12.1,0.0,83.0,118.0,0.5,307.27
882,2022-10-19,11.9,0.0,81.0,117.0,0.5,123.0
883,2022-10-20,11.5,0.0,80.0,113.0,0.7,74.26
884,2022-10-22,6.9,0.0,71.0,47.0,0.8,263.29
885,2022-10-23,10.982142857142858,0.0321428571428571,84.53571428571429,91.82142857142856,1.5642857142857145,220.01
886,2022-10-24,10.982142857142858,0.0321428571428571,84.53571428571429,91.82142857142856,1.5642857142857145,143.52
887,2022-10-25,12.8,0.0,59.0,167.0,0.7,230.21
888,2022-10-26,8.2,0.0,76.0,98.0,0.6,205.55
889,2022-10-27,7.1,0.0,92.0,70.0,0.8,202.21
890,2022-10-28,9.0,0.0,95.0,44.0,1.1,243.25
891,2022-10-29,12.0,0.0,92.0,58.0,2.4,389.59
892,2022-10-30,12.7,0.6,96.0,40.0,2.9,355.03
893,2022-10-31,8.1,0.54,66.0,94.0,1.5,100.85
894,2022-11-01,8.1,0.54,77.0,94.0,1.5,244.36
895,2022-11-02,7.5,0.0,80.0,107.0,0.9,178.0
896,2022-11-03,7.5,0.0,68.0,107.0,0.9,80.92
897,2022-11-04,3.9,0.0,83.0,92.0,0.7,273.03
898,2022-11-05,3.9,0.0,86.0,92.0,0.7,248.5
899,2022-11-06,6.8,0.03,79.0,57.0,1.7,292.0
900,2022-11-11,5.9,0.0,77.0,67.0,0.5,138.19
901,2022-11-12,4.8,0.07,98.0,21.0,0.4,243.26
902,2022-11-13,4.8,0.07,95.0,21.0,0.4,486.01
903,2022-11-15,8.9,0.0,75.0,84.0,0.7821428571428574,98.95
904,2022-11-16,9.6,0.0,68.0,71.0,0.7821428571428574,108.54
905,2022-11-17,9.6,0.0,89.0,71.0,0.7821428571428574,162.81
906,2022-11-18,11.0,0.0,85.0,18.0,0.7821428571428574,201.22
907,2022-11-19,11.0,0.0,96.0,18.0,0.7821428571428574,150.74
908,2022-11-20,10.8,0.0,95.0,39.0,0.5,359.96
909,2022-11-22,9.4,0.06,87.0,17.0,0.8,61.21
910,2022-11-23,9.4,0.06,96.0,17.0,0.8,104.34
911,2022-11-24,9.5,0.01,84.0,95.0,1.7,134.83
912,2022-11-25,9.5,0.01,73.0,95.0,1.7,91.94
913,2022-11-26,6.8,0.0,88.0,96.0,0.8,358.35
914,2022-11-27,6.8,0.0,71.0,96.0,0.8,353.34
915,2022-11-28,6.8,0.0,82.0,99.0,0.8,41.41
916,2022-11-29,6.8,0.0,77.0,99.0,0.8,67.21
917,2022-11-30,5.0,0.0,83.0,100.0,0.5,96.11
918,2022-12-01,5.0,0.0,79.0,100.0,0.5,116.32
919,2022-12-02,4.6,0.0,73.0,101.0,0.5,43.18
920,2022-12-07,4.3,0.0,82.0,98.0,0.7,113.56
921,2022-12-08,5.8,0.02,68.0,90.0,1.2,102.13
922,2022-12-09,5.8,0.02,72.0,90.0,1.2,102.71
923,2022-12-10,5.8,0.0,66.0,93.0,0.6,117.98
924,2022-12-11,5.8,0.0,74.0,93.0,0.6,127.42
925,2022-12-13,5.6,0.0,79.0,99.0,0.5,122.75
926,2022-12-14,5.0,0.0,62.0,100.0,0.5,148.48
927,2022-12-15,5.0,0.0,77.0,100.0,0.5,50.1
928,2022-12-16,4.4,0.0,67.0,98.0,0.5,114.79
929,2022-12-17,4.4,0.0,79.0,98.0,0.5,155.85
930,2022-12-18,3.7,0.0,60.0,99.0,0.6,220.74
931,2022-12-20,3.0,0.0,62.0,100.0,0.6,72.73
932,2022-12-21,3.0,0.0,86.0,100.0,0.6,157.05
933,2022-12-23,3.2,0.0,82.0,101.0,0.6,244.54
934,2022-12-24,2.6,0.0,57.0,54.0,0.5,383.14
935,2022-12-26,4.4,0.0,64.0,38.0,0.6,115.12
936,2022-12-27,4.4,0.0,88.0,38.0,0.6,82.43
937,2022-12-28,5.6,0.0,66.0,95.0,0.7,175.41
938,2022-12-29,5.6,0.0,82.0,95.0,0.7,82.47
939,2022-12-31,6.7,0.0,91.0,56.0,1.8,293.06
940,2023-02-01,4.1,0.0,67.0,138.0,0.9,51.45
941,2023-02-02,6.0,0.0,64.0,136.0,0.7,101.45
942,2023-02-03,5.9,0.0,60.0,141.0,0.7,85.83
943,2023-02-05,7.1,0.0,47.0,148.0,0.8,472.33
944,2023-02-06,4.8,0.0,59.0,150.0,1.7,155.52
945,2023-02-07,4.7,0.05,69.0,83.0,1.0,89.35
946,2023-02-08,6.0,0.0,68.0,71.0,1.3,121.11
947,2023-02-09,6.7,0.0,68.0,104.0,0.8,100.66
948,2023-02-10,5.2,0.0,63.0,138.0,1.0,278.08
949,2023-02-11,4.9,0.0,62.0,153.0,1.6,267.65
950,2023-02-12,5.8,0.0,65.0,138.0,1.2,305.5
951,2023-02-14,7.0,0.0,70.0,101.0,1.4,127.19
952,2023-02-15,8.9,0.0,64.0,140.0,1.0,178.45
953,2023-02-16,7.2,0.0,61.0,164.0,0.8,174.38
954,2023-02-17,8.0,0.0,49.0,169.0,1.0,274.15
955,2023-02-18,8.2,0.0,49.0,85.0,0.7,241.79
956,2023-02-19,11.7,0.0,55.0,138.0,0.9,616.71
957,2023-02-20,12.7,0.0,49.0,117.0,1.2,105.6
958,2023-02-21,11.5,0.0,53.0,137.0,1.0,210.31
959,2023-02-22,9.8,0.0,67.0,331.0,1.0,85.97
960,2023-02-23,6.2,0.0,72.0,101.0,2.0,180.68
961,2023-02-24,3.4,0.0,62.0,187.0,1.0,119.86
962,2023-02-25,3.1,0.0,66.0,166.0,1.1,184.67
963,2023-02-26,4.2,0.0,64.0,181.0,1.0,499.63
964,2023-02-27,2.6,0.0,42.0,169.0,1.4,112.35
965,2023-02-28,2.1,0.0,51.0,196.0,1.1,70.91
966,2023-03-01,1.1,0.0,53.0,161.0,0.9,86.6
967,2023-03-06,8.1,0.0,83.0,174.0,2.0,88.86
968,2023-03-07,10.6,0.01,80.0,171.0,2.8,137.81
969,2023-03-08,12.4,0.07,80.0,124.0,3.1,114.35
970,2023-03-09,13.2,0.49,79.0,167.0,2.8,158.1
971,2023-03-10,12.9,0.0,70.0,195.0,2.3,400.76
972,2023-03-11,13.7,0.0,78.0,186.0,1.9,657.3
973,2023-03-12,15.6,0.0,68.0,203.0,1.1,972.3
974,2023-03-14,11.5,0.0,51.0,219.0,1.7,216.72
975,2023-03-15,11.6,0.0,57.0,225.0,0.7,245.43
976,2023-03-16,12.7,0.0,57.0,133.0,0.9,297.34
977,2023-03-17,13.0,0.0,59.0,215.0,3.2,259.13
978,2023-03-18,10.4,0.0,71.0,191.0,1.6,372.27
979,2023-03-19,12.0,0.0,57.0,240.0,0.9,784.1
980,2023-03-20,11.7,0.0,56.0,228.0,1.0,530.98
981,2023-03-21,12.8,0.0,55.0,233.0,1.0,283.22
982,2023-03-22,13.6,0.0,51.0,241.0,1.4,301.21
983,2023-03-23,13.8,0.0,47.0,225.0,1.8,327.48
984,2023-03-24,12.9,0.0,68.0,168.0,1.9,387.5
985,2023-03-25,13.1,0.0,69.0,241.0,1.9,659.67
986,2023-03-26,14.2,0.0,50.0,275.0,2.1,1083.77
987,2023-03-29,15.5,0.0,43.0,254.0,1.3,541.76
988,2023-03-30,15.9,0.0,51.0,229.0,2.7,418.5
989,2023-03-31,15.0,0.0,60.0,215.0,2.9,319.79
990,2023-04-01,13.7,0.0,51.0,242.0,2.4,541.51
991,2023-04-02,11.7,0.0,41.0,280.0,1.2,929.07
992,2023-04-04,13.0,0.0,28.0,291.0,2.0,419.61
993,2023-04-05,13.0,0.0,21.0,291.0,1.2,381.0
994,2023-04-06,15.2,0.0,24.0,282.0,1.0,412.55
995,2023-04-07,15.8,0.0,27.0,284.0,1.3,559.81
996,2023-04-08,16.2,0.0,34.0,282.0,1.1,503.38
997,2023-04-09,17.6,0.0,35.0,263.0,1.4,913.64
998,2023-04-11,18.5,0.0,39.0,285.0,1.8,280.65
999,2023-04-12,14.9,0.0,52.0,218.0,2.0,232.8
1000,2023-04-13,11.1,0.0,41.0,297.0,2.0,234.45
1001,2023-04-14,13.7,0.0,52.0,227.0,2.3,313.95
1002,2023-04-15,16.4,0.0,45.0,293.0,1.7,912.85
1003,2023-04-16,17.4,0.0,40.0,300.0,1.6,1329.75
1004,2023-04-18,15.9,0.0,33.0,305.0,1.4,477.25
1005,2023-04-19,16.9,0.0,42.0,290.0,1.4,382.6
1006,2023-04-20,18.5,0.0,36.0,298.0,1.6,553.0
1007,2023-04-21,18.2,0.0,39.0,257.0,2.2,637.35
1008,2023-04-22,15.3,0.26,61.0,273.0,2.1,1017.5
1009,2023-04-23,16.3,0.0,48.0,310.0,1.9,1417.55
1010,2023-04-25,21.0,0.0,45.0,308.0,1.5,518.8
1011,2023-04-26,21.4,0.0,38.0,305.0,1.7,367.3
1012,2023-04-27,22.1,0.0,34.0,287.0,1.3,729.25
1013,2023-04-28,22.8,0.0,36.0,220.0,1.2,879.95
1014,2023-04-29,21.5,0.01,41.0,176.0,1.4,735.4
1015,2023-04-30,19.6,0.0,46.0,255.0,1.2,854.35
1016,2023-05-03,21.6,0.0,32.0,276.0,1.6,483.1
1017,2023-05-04,19.4,0.0,41.0,325.0,3.1,358.25
1018,2023-05-05,18.9,0.0,37.0,327.0,1.6,793.1
1019,2023-05-06,19.1,0.0,35.0,330.0,1.7,1143.35
1020,2023-05-07,21.3,0.0,38.0,288.0,1.4,1884.6
1021,2023-05-09,22.6,0.0,40.0,315.0,1.9,462.6
1022,2023-05-10,19.0,0.0,39.0,321.0,1.4,486.3
1023,2023-05-11,15.9,0.0,40.0,327.0,1.7,484.3
1024,2023-05-12,13.6,0.0,43.0,273.0,1.7,365.25
1025,2023-05-13,14.1,0.0,43.0,328.0,1.6,866.0
1026,2023-05-14,15.0,0.0,44.0,241.0,1.2,899.75
1027,2023-05-16,15.9,0.0,37.0,324.0,1.5,287.8
1028,2023-05-17,15.4,0.0,31.0,347.0,2.7,352.8
1029,2023-05-18,15.2,0.0,35.0,340.0,2.4,432.8
1030,2023-05-19,14.9,0.0,36.0,314.0,2.1,473.35
1031,2023-05-20,14.5,0.0,39.0,267.0,1.6,909.4
1032,2023-05-21,15.1,0.15,51.0,237.0,1.7,782.75
1033,2023-05-23,16.8,0.15,68.0,254.0,2.2,193.25
1034,2023-05-24,17.7,0.0,64.0,220.0,1.5,303.9
1035,2023-05-25,17.7,0.23,66.0,244.0,1.5,333.85
1036,2023-05-26,14.7,0.88,87.0,118.0,1.8,328.9
1037,2023-05-27,17.0,0.41,75.0,215.0,1.4,660.25
1038,2023-05-28,14.9,0.15,87.0,135.0,1.0,599.9
1039,2023-05-30,16.1,0.01,80.0,238.0,1.1,252.85
1040,2023-05-31,18.0,0.0,70.0,302.0,1.2,384.75
1041,2023-06-01,17.4,0.09,70.0,237.0,1.2,366.5
1042,2023-06-02,17.3,0.12,73.0,254.0,1.2,513.8
1043,2023-06-03,18.2,0.47,70.0,315.0,1.3,1027.4
1044,2023-06-04,20.0,0.0,63.0,296.0,1.1,1244.25
1045,2023-06-06,22.0,0.0,58.0,336.0,1.1,603.9
1046,2023-06-07,18.0,0.36,83.0,63.0,1.6,200.7
1047,2023-06-08,17.8,0.08,87.0,123.0,1.7,267.6
1048,2023-06-09,19.1,0.0,71.0,289.0,2.1,809.2
1049,2023-06-10,21.2,0.0,64.0,321.0,1.6,992.65
1050,2023-06-11,22.2,0.0,53.0,346.0,1.7,1301.65
1051,2023-06-13,19.9,0.05,61.0,282.0,1.5,511.5
1052,2023-06-14,21.5,0.0,55.0,268.0,1.0,647.8
1053,2023-06-15,24.3,0.0,45.0,341.0,1.2,621.85
1054,2023-06-16,25.9,0.0,42.0,331.0,1.3,1040.0
1055,2023-06-17,26.8,0.0,46.0,307.0,1.7,881.65
1056,2023-06-18,25.0,0.0,49.0,291.0,1.5,925.2
1057,2023-06-20,22.6,0.0,55.0,288.0,1.9,493.5
1058,2023-06-21,21.4,0.08,58.0,208.0,1.4,576.05
1059,2023-06-22,22.2,0.0,63.0,317.0,1.1,973.65
1060,2023-06-23,26.0,0.0,47.0,353.0,1.2,981.2
1061,2023-06-24,27.6,0.0,43.0,353.0,1.2,1280.8
1062,2023-06-25,29.2,0.0,40.0,330.0,1.3,1141.35
1063,2023-06-27,29.2,0.0,40.0,304.0,1.2,698.3
1064,2023-06-28,28.8,0.0,39.0,311.0,1.2,635.05
1065,2023-06-29,27.0,0.0,36.0,341.0,1.8,528.05
1066,2023-06-30,22.9,0.0,43.0,358.0,2.1,743.3
1067,2023-07-01,25.4,0.0,40.0,345.0,1.4,926.35
1068,2023-07-02,27.2,0.0,43.0,309.0,1.4,1094.9
1069,2023-07-04,27.5,0.0,37.0,358.0,1.5,622.45
1070,2023-07-05,26.7,0.0,30.0,281.0,1.4,574.9
1071,2023-07-06,27.1,0.0,40.0,342.0,2.0,572.1
1072,2023-07-07,26.7,0.0,42.0,329.0,2.1,743.35
1073,2023-07-08,26.0,0.0,31.0,360.0,1.9,801.25
1074,2023-07-09,26.6,0.0,30.0,340.0,1.5,944.25
1075,2023-07-11,30.2,0.0,27.0,349.0,2.1,693.8
1076,2023-07-12,27.1,0.0,28.0,284.0,1.8,738.35
1077,2023-07-13,28.1,0.0,33.0,347.0,1.5,442.0
1078,2023-07-14,28.4,0.0,35.0,351.0,2.1,708.05
1079,2023-07-15,25.5,0.0,39.0,356.0,3.0,906.95
1080,2023-07-16,26.1,0.0,33.0,350.0,1.5,960.65
1081,2023-07-18,30.9,0.0,30.0,297.0,1.9,365.85
1082,2023-07-19,31.1,0.0,25.0,328.0,2.5,524.4
1083,2023-07-20,28.2,0.0,23.0,350.0,2.5,509.5
1084,2023-07-21,26.2,0.0,33.0,307.0,2.0,689.3
1085,2023-07-22,25.5,0.0,37.0,275.0,1.3,724.2
1086,2023-07-23,26.2,0.0,30.0,337.0,1.7,1123.8
1087,2023-07-25,24.3,0.0,33.0,344.0,1.6,465.05
1088,2023-07-26,25.6,0.0,33.0,340.0,1.2,547.85
1089,2023-07-27,26.4,0.0,34.0,335.0,2.2,551.3
1090,2023-07-28,26.8,0.0,31.0,336.0,2.0,702.0
1091,2023-07-29,27.9,0.0,32.0,335.0,2.0,444.05
1092,2023-07-30,29.2,0.0,33.0,333.0,1.8,701.75
1093,2023-08-01,29.5,0.0,26.0,331.0,1.6,430.0
1094,2023-08-02,28.4,0.0,34.0,331.0,1.9,512.05
1095,2023-08-03,26.0,0.0,38.0,330.0,1.8,379.4
1096,2023-08-04,26.0,0.0,24.0,375.0,1.9,556.3
1097,2023-08-05,24.2,0.0,34.0,328.0,1.5,524.45
1098,2023-08-06,27.3,0.0,29.0,324.0,1.4,540.15
1099,2023-08-08,29.4,0.0,32.0,300.0,1.4,408.7
1100,2023-08-09,31.0,0.0,31.0,250.0,1.6,377.35
1101,2023-08-10,30.8,0.0,26.0,321.0,1.7,323.25
1102,2023-08-11,29.5,0.0,23.0,313.0,1.3,405.0
1103,2023-08-12,29.9,0.0,28.0,305.0,1.4,491.45
1104,2023-08-13,28.9,0.0,33.0,310.0,1.9,451.85
1105,2023-08-18,26.8,0.0,26.0,280.0,2.3,444.1
1106,2023-08-19,28.2,0.0,31.0,299.0,1.5,449.1
1107,2023-08-20,29.7,0.0,27.0,301.0,1.3,338.45
1108,2023-08-22,31.9,0.0,24.0,288.0,1.5,386.7
1109,2023-08-23,31.8,0.0,25.0,292.0,1.8,342.95
1110,2023-08-24,30.7,0.0,25.0,289.0,1.6,347.5
1111,2023-08-25,30.8,0.0,21.0,274.0,2.3,534.25
1112,2023-08-26,26.6,0.0,27.0,174.0,3.1,567.85
1113,2023-08-27,20.0,0.0,38.0,291.0,1.8,712.95
1114,2023-08-29,22.1,0.0,40.0,272.0,1.3,337.3
1115,2023-08-30,21.8,0.0,39.0,267.0,1.1,468.05
1116,2023-08-31,23.4,0.0,36.0,279.0,1.3,450.75
1117,2023-09-01,23.6,0.0,37.0,226.0,1.4,466.45
1118,2023-09-02,18.3,0.48,72.0,63.0,1.5,331.15
1119,2023-09-05,21.9,0.0,69.0,244.0,1.0,557.7
1120,2023-09-06,22.6,0.23,70.0,189.0,0.8,513.35
1121,2023-09-07,23.8,0.0,64.0,198.0,1.1,502.5
1122,2023-09-08,24.7,0.09,61.0,250.0,1.3,677.5
1123,2023-09-09,22.8,0.08,70.0,171.0,1.4,583.9
1124,2023-09-10,22.3,0.23,75.0,239.0,1.1,800.7
1125,2023-09-12,20.5,0.0,64.0,186.0,0.9,377.05
1126,2023-09-13,21.8,0.0,56.0,250.0,1.1,449.0
1127,2023-09-14,22.4,0.0,62.0,174.0,1.0,438.05
1128,2023-09-15,20.5,0.68,73.0,182.0,1.6,722.95
1129,2023-09-16,18.8,0.0,79.0,119.0,1.3,359.15
1130,2023-09-17,17.0,0.33,85.0,105.0,1.7,276.4
1131,2023-09-19,18.1,0.0,71.0,213.0,0.8,370.7
1132,2023-09-20,17.9,0.0,65.0,231.0,1.9,292.35
1133,2023-09-22,15.8,0.0,54.0,223.0,1.4,421.9
1134,2023-09-23,15.9,0.0,59.0,234.0,0.8,691.7
1135,2023-09-24,18.0,0.0,58.0,232.0,0.7,904.85
1136,2023-09-25,19.6,0.0,54.0,230.0,0.7,329.25
1137,2023-09-26,20.0,0.0,57.0,217.0,0.7,355.0
1138,2023-09-27,20.2,0.0,62.0,211.0,0.9,450.85
1139,2023-09-28,20.6,0.0,63.0,215.0,1.0,387.3
1140,2023-09-29,22.2,0.0,56.0,217.0,0.8,601.9
1141,2023-09-30,22.7,0.0,56.0,212.0,0.7,821.1
1142,2023-10-01,22.6,0.0,56.0,214.0,0.7,1001.15
1143,2023-10-03,21.2,0.0,56.0,189.0,0.8,360.45
1144,2023-10-04,21.7,0.0,60.0,196.0,0.8,486.25
1145,2023-10-05,21.9,0.0,60.0,195.0,0.7,412.75
1146,2023-10-07,21.7,0.0,47.0,195.0,0.5,532.4
1147,2023-10-08,21.0,0.0,50.0,191.0,0.5,968.15
1148,2023-10-09,21.1,0.0,49.0,182.0,0.6,255.45
1149,2023-10-10,19.8,0.0,54.0,186.0,0.6,212.2
1150,2023-10-11,19.1,0.0,55.0,192.0,0.6,341.3
1151,2023-10-12,18.9,0.0,52.0,182.0,0.7,715.15
1152,2023-10-13,19.3,0.0,50.0,144.0,0.9,307.83
1153,2023-10-14,17.8,0.04,76.0,132.0,0.7,393.72
1154,2023-10-15,16.3,0.03,81.0,128.0,0.7,596.17
1155,2023-10-17,18.8,0.01,72.0,96.0,2.4,194.87
1156,2023-10-18,16.8,0.04,84.0,125.0,3.4,123.89
