,Fecha,Temperatura_Media,Precipitaciones,Humedad_Relativa,Radiación_Solar,Velocidad_Viento,Ventas
1157,2023-10-19,13.6,1.93,97.0,13.0,2.2,86.09
1158,2023-10-20,12.0,0.01,81.0,133.0,2.8,184.72
1159,2023-10-21,11.5,0.0,68.0,177.0,1.2,244.51
1160,2023-10-22,11.5,0.55,80.0,92.0,1.2,272.73
1161,2023-10-23,11.7,0.16,91.0,93.0,1.7,118.57
1162,2023-10-25,13.9,0.0,91.0,114.0,2.9,209.3
1163,2023-10-26,15.1,0.07,90.0,64.0,3.3,148.44
1164,2023-10-27,11.7,0.0,88.0,128.0,2.6,166.69
1165,2023-10-28,13.4,0.0,84.0,105.0,3.0,161.96
1166,2023-10-29,14.0,0.06,85.0,37.0,2.3,239.52
1167,2023-11-02,11.8,0.24,82.0,83.0,4.0,186.19
1168,2023-11-03,9.2,0.0,85.0,81.0,2.8,143.82
1169,2023-11-04,11.1,0.03,92.0,44.0,3.8,203.71
1170,2023-11-05,10.1,0.0,81.0,132.0,2.7,300.57
1171,2023-11-07,6.9,0.0,82.0,91.0,1.1,147.33
1172,2023-11-08,8.0,0.0,88.0,91.0,1.0,123.64
1173,2023-11-09,11.6,0.01,80.0,135.0,2.0,290.75
1174,2023-11-10,11.3,0.02,76.0,128.0,1.6,199.27
1175,2023-11-11,13.9,0.0,92.0,114.0,3.5,245.46
1176,2023-11-12,14.7,0.0,87.0,123.0,2.2,525.7
1177,2023-11-14,12.5,0.0,92.0,74.0,0.6,130.5
1178,2023-11-15,12.3,0.0,91.0,74.0,0.6,100.0
1179,2023-11-16,12.3,0.0,95.0,61.0,0.6,131.16
1180,2023-11-17,13.4,0.0,90.0,102.0,0.6,220.5
1181,2023-11-18,12.1,0.0,83.0,118.0,0.5,292.46
1182,2023-11-19,11.9,0.0,81.0,117.0,0.5,271.52
1183,2023-11-21,9.3,0.0,69.0,114.0,0.8,115.19
1184,2023-11-22,6.9,0.0,71.0,47.0,0.8,144.0
1185,2023-11-23,10.982142857142858,0.0321428571428571,84.53571428571429,91.82142857142856,1.5642857142857145,120.74
1186,2023-11-24,10.982142857142858,0.0321428571428571,84.53571428571429,91.82142857142856,1.5642857142857145,127.52
1187,2023-11-25,12.8,0.0,59.0,167.0,0.7,230.01
1188,2023-11-26,8.2,0.0,76.0,98.0,0.6,170.22
1189,2023-11-28,9.0,0.0,95.0,44.0,1.1,135.03
1190,2023-11-29,12.0,0.0,92.0,58.0,2.4,119.93
1191,2023-11-30,12.7,0.6,96.0,40.0,2.9,139.98
1192,2023-12-01,8.1,0.54,66.0,94.0,1.5,214.99
1193,2023-12-01,8.1,0.54,77.0,94.0,1.5,214.99
1194,2023-12-02,7.5,0.0,80.0,107.0,0.9,194.62
1195,2023-12-02,7.5,0.0,68.0,107.0,0.9,194.62
1196,2023-12-03,3.9,0.0,83.0,92.0,0.7,174.55
1197,2023-12-03,3.9,0.0,86.0,92.0,0.7,174.55
1198,2023-12-05,5.9,0.0,77.0,54.0,0.7,140.26
1199,2023-12-05,5.9,0.0,74.0,54.0,0.7,140.26
1200,2023-12-06,5.9,0.0,82.0,67.0,0.5,169.26
1201,2023-12-06,5.9,0.0,77.0,67.0,0.5,169.26
1202,2023-12-07,4.8,0.07,98.0,21.0,0.4,138.82
1203,2023-12-07,4.8,0.07,95.0,21.0,0.4,138.82
1204,2023-12-08,8.9,0.0,98.0,84.0,0.7821428571428574,90.59
1205,2023-12-08,8.9,0.0,75.0,84.0,0.7821428571428574,90.59
1206,2023-12-09,9.6,0.0,68.0,71.0,0.7821428571428574,31.66
1207,2023-12-09,9.6,0.0,89.0,71.0,0.7821428571428574,31.66
1208,2023-12-10,11.0,0.0,85.0,18.0,0.7821428571428574,90.95
1209,2023-12-10,11.0,0.0,96.0,18.0,0.7821428571428574,90.95
1210,2023-12-11,10.8,0.0,95.0,39.0,0.5,62.67
1211,2023-12-11,10.8,0.0,89.0,39.0,0.5,62.67
1212,2023-12-12,9.4,0.06,87.0,17.0,0.8,125.83
1213,2023-12-12,9.4,0.06,96.0,17.0,0.8,125.83
1214,2023-12-13,9.5,0.01,84.0,95.0,1.7,73.83
1215,2023-12-13,9.5,0.01,73.0,95.0,1.7,73.83
1216,2023-12-14,6.8,0.0,88.0,96.0,0.8,145.8
1217,2023-12-14,6.8,0.0,71.0,96.0,0.8,145.8
1218,2023-12-15,6.8,0.0,82.0,99.0,0.8,130.36
1219,2023-12-15,6.8,0.0,77.0,99.0,0.8,130.36
1220,2023-12-16,5.0,0.0,83.0,100.0,0.5,178.28
1221,2023-12-16,5.0,0.0,79.0,100.0,0.5,178.28
1222,2023-12-17,4.6,0.0,73.0,101.0,0.5,178.28
1223,2023-12-17,4.6,0.0,78.0,101.0,0.5,178.28
1224,2023-12-19,4.3,0.0,70.0,98.0,0.7,146.79
1225,2023-12-19,4.3,0.0,82.0,98.0,0.7,146.79
1226,2023-12-20,5.8,0.02,68.0,90.0,1.2,140.79
1227,2023-12-20,5.8,0.02,72.0,90.0,1.2,140.79
1228,2023-12-21,5.8,0.0,66.0,93.0,0.6,205.91
1229,2023-12-21,5.8,0.0,74.0,93.0,0.6,205.91
1230,2023-12-22,5.6,0.0,42.0,99.0,0.5,244.42
1231,2023-12-22,5.6,0.0,79.0,99.0,0.5,244.42
1232,2023-12-23,5.0,0.0,62.0,100.0,0.5,192.41
1233,2023-12-23,5.0,0.0,77.0,100.0,0.5,192.41
1234,2023-12-24,4.4,0.0,67.0,98.0,0.5,216.89
1235,2023-12-24,4.4,0.0,79.0,98.0,0.5,216.89
1236,2023-12-25,3.7,0.0,60.0,99.0,0.6,226.89
1237,2023-12-25,3.7,0.0,84.0,99.0,0.6,226.89
1238,2023-12-26,3.0,0.0,62.0,100.0,0.6,104.95
1239,2023-12-26,3.0,0.0,86.0,100.0,0.6,104.95
1240,2023-12-27,3.2,0.0,62.0,101.0,0.6,91.64
1241,2023-12-27,3.2,0.0,82.0,101.0,0.6,91.64
1242,2023-12-28,2.6,0.0,57.0,54.0,0.5,154.51
1243,2023-12-28,2.6,0.0,86.0,54.0,0.5,154.51
