,Fecha,Temperatura_Media,Precipitaciones,Humedad_Relativa,Radiación_Solar,Velocidad_Viento
124,2021-06-05,18.5,0.0,67.0,104.0,1.8
125,2021-06-06,21.2,0.01,58.0,311.0,1.3
126,2021-06-07,24.6,0.0,39.0,334.0,1.6
127,2021-06-08,26.0,0.0,34.0,332.0,1.7
128,2021-06-09,26.4,0.0,29.0,353.0,2.0
129,2021-06-10,27.1,0.0,35.0,341.0,1.9
130,2021-06-11,25.3,0.03,43.0,303.0,1.9
131,2021-06-12,23.8,0.0,48.0,341.0,2.8
132,2021-06-13,25.0,0.0,40.0,308.0,2.7
133,2021-06-14,26.8,0.0,37.0,316.0,1.6
134,2021-06-15,27.0,0.0,36.0,275.0,2.5
135,2021-06-16,25.2,0.45,46.0,266.0,2.5
136,2021-06-17,17.8,0.47,80.0,142.0,1.8
137,2021-06-18,18.8,0.23,71.0,272.0,2.3
138,2021-06-19,18.4,0.0,57.0,314.0,1.7
139,2021-06-20,16.2,0.0,70.0,196.0,3.7
140,2021-06-21,16.9,0.0,62.0,316.0,3.5
141,2021-06-22,17.0,0.02,63.0,108.0,1.2
142,2021-06-23,15.4,0.0,73.0,159.0,1.0
143,2021-06-24,21.8,0.0608695652173913,52.30434782608695,274.2608695652174,2.0565217391304347
144,2021-06-25,21.8,0.0608695652173913,52.30434782608695,274.2608695652174,2.0565217391304347
145,2021-06-26,21.8,0.0608695652173913,52.30434782608695,274.2608695652174,2.0565217391304347
146,2021-06-27,21.8,0.0608695652173913,52.30434782608695,274.2608695652174,2.0565217391304347
147,2021-06-28,21.8,0.0608695652173913,52.30434782608695,274.2608695652174,2.0565217391304347
148,2021-06-29,21.8,0.0608695652173913,52.30434782608695,274.2608695652174,2.0565217391304347
149,2021-06-30,21.8,0.0608695652173913,52.30434782608695,274.2608695652174,2.0565217391304347
150,2021-07-01,25.533333333333335,0.0,17.0,524.0,3.7
151,2021-07-02,25.533333333333335,0.0,25.0,362.0,2.5
152,2021-07-03,25.533333333333335,0.0,35.0,340.0,2.8
153,2021-07-04,25.533333333333335,0.0,40.0,356.0,2.5
154,2021-07-05,25.533333333333335,0.0,41.0,357.0,3.2
155,2021-07-06,25.533333333333335,0.04,62.0,64.0,2.0
156,2021-07-07,25.533333333333335,0.0,49.0,359.0,1.8
157,2021-07-08,25.533333333333335,0.0,39.0,355.0,1.5
158,2021-07-09,25.533333333333335,0.0,37.0,346.0,1.5
159,2021-07-10,25.533333333333335,0.0,39.0,399.0,1.7
160,2021-07-11,25.533333333333335,0.005666666666666666,35.46666666666667,341.26666666666665,2.0566666666666666
161,2021-07-12,25.533333333333335,0.0,28.0,547.0,3.6
162,2021-07-13,25.533333333333335,0.0,36.0,351.0,1.6
163,2021-07-14,25.533333333333335,0.0,38.0,325.0,1.4
164,2021-07-15,25.533333333333335,0.0,36.0,345.0,1.6
165,2021-07-16,25.533333333333335,0.0,32.0,340.0,1.4
166,2021-07-17,25.533333333333335,0.0,25.0,339.0,1.5
167,2021-07-18,25.533333333333335,0.0,26.0,345.0,1.7
168,2021-07-19,25.533333333333335,0.0,31.0,344.0,1.5
169,2021-07-20,25.533333333333335,0.0,28.0,329.0,1.8
170,2021-07-21,25.533333333333335,0.0,29.0,328.0,1.5
171,2021-07-22,25.533333333333335,0.0,28.0,335.0,1.8
172,2021-07-23,25.533333333333335,0.0,27.0,329.0,2.6
173,2021-07-24,25.533333333333335,0.0,31.0,340.0,1.8
174,2021-07-25,25.533333333333335,0.04,34.0,321.0,1.8
175,2021-07-26,25.533333333333335,0.09,60.0,287.0,1.3
176,2021-07-27,25.533333333333335,0.0,44.0,327.0,2.2
177,2021-07-28,25.533333333333335,0.0,34.0,327.0,1.9
178,2021-07-29,25.533333333333335,0.0,40.0,325.0,2.4
179,2021-07-30,25.533333333333335,0.0,31.0,333.0,2.9
180,2021-07-31,25.533333333333335,0.0,42.0,259.0,2.2
181,2021-08-01,20.4,0.0,46.0,319.0,1.6
182,2021-08-02,22.8,0.0,36.0,315.0,1.5
183,2021-08-03,24.3,0.0,41.0,298.0,2.2
184,2021-08-04,26.0,0.0,37.0,319.0,2.3
185,2021-08-05,27.3,0.0,29.0,320.0,2.0
186,2021-08-06,26.4,0.0,29.0,333.0,3.1
187,2021-08-07,23.4,0.0,33.0,308.0,2.1
188,2021-08-08,23.4,0.0,32.0,322.0,1.5
189,2021-08-09,27.6,0.0,44.0,322.0,1.9
190,2021-08-10,28.9,0.0,44.0,297.0,1.8
191,2021-08-11,30.3,0.0,36.0,273.0,1.9
192,2021-08-12,30.1,0.0,32.0,305.0,2.2
193,2021-08-13,31.0,0.0,25.0,284.0,1.7
194,2021-08-14,32.7,0.0,26.0,269.0,1.7
195,2021-08-15,31.3,0.0,24.0,272.0,2.5
196,2021-08-16,27.7,0.0,22.0,297.0,1.5
197,2021-08-17,25.0,0.0,31.0,305.0,1.8
198,2021-08-18,25.8,0.0,33.0,296.0,1.6
199,2021-08-19,26.1,0.0,35.0,291.0,1.7
200,2021-08-20,26.5,0.0,39.0,296.0,1.8
201,2021-08-21,26.2,0.0,26.0,298.0,1.6
202,2021-08-22,27.2,0.0,27.0,285.0,1.3
203,2021-08-23,29.2,0.0,31.0,257.0,1.6
204,2021-08-24,26.2,0.0,42.0,246.0,1.8
205,2021-08-25,25.0,0.0,49.0,218.0,1.9
206,2021-08-26,26.2,0.0,45.0,226.0,1.2
207,2021-08-27,24.7,0.0,43.0,147.0,1.3
208,2021-08-28,25.7,0.0,34.0,276.0,2.2
209,2021-08-29,24.7,0.0,37.0,276.0,2.0
210,2021-08-30,24.4,0.0,43.0,273.0,2.1
211,2021-08-31,24.9,0.0,47.0,245.0,1.5
212,2021-09-01,19.4,0.65,81.0,103.0,1.6
213,2021-09-02,19.0,0.03,77.0,194.0,1.2
214,2021-09-03,21.5,0.0,64.0,248.0,1.3
215,2021-09-04,23.0,0.0,50.0,264.0,1.2
216,2021-09-05,24.3,0.0,48.0,255.0,1.2
217,2021-09-06,25.4,0.0,46.0,141.0,1.8
218,2021-09-07,25.8,0.0,42.0,241.0,1.9
219,2021-09-08,22.1,0.0,54.0,253.0,3.0
220,2021-09-09,21.9,0.0,55.0,187.0,1.7
221,2021-09-10,22.4,0.0,51.0,248.0,2.4
222,2021-09-11,20.7,0.0,52.0,173.0,1.4
223,2021-09-12,22.6,0.0,46.0,241.0,1.2
224,2021-09-13,20.4,0.01,58.0,93.0,1.2
225,2021-09-14,17.6,1.18,85.0,56.0,1.8
226,2021-09-15,18.5,0.01,79.0,195.0,1.4
227,2021-09-16,20.2,0.0,67.0,179.0,0.9
228,2021-09-17,20.3,0.0,65.0,197.0,1.3
229,2021-09-18,19.8,0.0,55.0,224.0,1.6
230,2021-09-19,17.6,0.0,50.0,241.0,0.9
231,2021-09-20,17.3,0.0,56.0,200.0,1.5
232,2021-09-21,16.2,0.0,49.0,238.0,2.5
233,2021-09-22,16.6,0.03,60.0,148.0,1.6
234,2021-09-23,19.0,0.18,65.0,170.0,2.1
235,2021-09-24,18.5,0.3,84.0,117.0,1.6
236,2021-09-25,17.5,0.04,77.0,198.0,2.1
237,2021-09-26,17.7,0.0,69.0,219.0,1.4
238,2021-09-27,18.5,0.0,62.0,218.0,1.0
239,2021-09-28,18.2,0.0,59.0,191.0,1.4
240,2021-09-29,19.9,0.0,49.0,185.0,1.0
241,2021-09-30,19.2,0.0,54.0,193.0,1.0
242,2021-10-01,18.1,0.0,60.0,152.0,0.9
243,2021-10-02,18.0,0.0,57.0,190.0,1.7
244,2021-10-03,15.4,0.35,72.0,74.0,2.5
245,2021-10-04,13.1,0.0,59.0,181.0,1.3
246,2021-10-05,16.3,0.0,63.0,150.0,1.6
247,2021-10-06,18.3,0.0,63.0,196.0,1.0
248,2021-10-07,16.7,0.0,55.0,204.0,0.9
249,2021-10-08,17.3,0.0,50.0,198.0,1.0
250,2021-10-09,17.7,0.0,45.0,193.0,0.8
251,2021-10-10,17.3,0.0,57.0,161.0,0.9
252,2021-10-11,16.5,0.0,64.0,171.0,1.0
253,2021-10-12,16.7,0.0,63.0,188.0,0.8
254,2021-10-13,16.2,0.0,41.0,196.0,1.0
255,2021-10-14,15.3,0.0,49.0,183.0,0.9
256,2021-10-15,15.6,0.0,58.0,178.0,1.1
257,2021-10-16,14.7,0.0,57.0,91.0,0.7
258,2021-10-17,17.4,0.04,69.0,162.0,1.1
259,2021-10-18,17.3,0.0,71.0,162.0,0.9
260,2021-10-19,18.1,0.0,68.0,164.0,0.8
261,2021-10-20,17.0,0.0,68.0,144.0,1.6
262,2021-10-21,16.6,0.0,61.0,129.0,1.1
263,2021-10-22,14.7,0.0,52.0,173.0,2.4
264,2021-10-23,12.8,0.0,56.0,171.0,1.1
265,2021-10-24,11.5,0.0,56.0,168.0,1.1
266,2021-10-25,12.1,0.0,56.0,158.0,0.8
267,2021-10-26,14.3,0.0,52.0,158.0,1.0
268,2021-10-27,12.6,0.0,62.0,155.0,1.0
269,2021-10-28,12.2,0.0,62.0,150.0,1.3
270,2021-10-29,13.2,0.66,74.0,29.0,1.7
271,2021-10-30,15.2,1.22,93.0,56.0,2.8
272,2021-10-31,15.7,0.96,97.0,61.0,2.9
273,2021-11-01,14.3,0.34,73.0,141.0,1.8
274,2021-11-02,9.5,0.4,80.0,10.0,2.6
275,2021-11-03,8.6,0.0,67.0,122.0,2.2
276,2021-11-04,7.3,0.0,70.0,108.0,0.9
277,2021-11-05,6.9,0.0,66.0,147.0,1.6
278,2021-11-06,7.1,0.0,58.0,146.0,1.2
279,2021-11-07,6.1,0.0,66.0,108.0,0.8
280,2021-11-08,9.1,0.0,60.0,139.0,1.3
281,2021-11-09,9.9,0.0,53.0,136.0,0.9
282,2021-11-10,8.6,0.0,60.0,133.0,0.8
283,2021-11-11,7.9,0.0,69.0,127.0,0.7
284,2021-11-12,9.7,0.0,71.0,120.0,0.8
285,2021-11-13,9.8,0.0,71.0,127.0,0.7
286,2021-11-14,9.6,0.0,68.0,128.0,0.8
287,2021-11-15,10.5,0.0,58.0,123.0,1.2
288,2021-11-16,7.1,0.0,71.0,122.0,0.7
289,2021-11-17,8.3,0.0,66.0,114.0,1.3
290,2021-11-18,8.2,0.0,64.0,73.0,1.0
291,2021-11-19,10.3,0.0,70.0,86.0,1.7
292,2021-11-20,10.8,0.0,75.0,24.0,1.0
293,2021-11-21,10.5,0.0,85.0,73.0,0.9
294,2021-11-22,6.3,0.48,96.0,50.0,0.9
295,2021-11-23,4.6,0.0,89.0,20.0,0.9
296,2021-11-24,3.9,0.0,88.0,71.0,1.4
297,2021-11-25,6.2,0.0,74.0,62.0,1.1
298,2021-11-26,5.3,0.0,71.0,98.0,1.0
299,2021-11-27,5.4,0.0,62.0,83.0,2.3
300,2021-11-28,5.2,0.0,59.0,99.0,3.6
301,2021-11-29,9.6,0.0,65.0,108.0,2.9
302,2021-11-30,6.1,0.0,76.0,101.0,0.9
303,2021-12-01,4.3,0.11,72.0,73.0,1.6
304,2021-12-01,4.3,0.11,87.0,73.0,1.6
305,2021-12-02,6.6,0.0,60.0,108.0,1.9
306,2021-12-02,6.6,0.0,61.0,108.0,1.9
307,2021-12-03,7.4,0.0,68.0,106.0,1.2
308,2021-12-03,7.4,0.0,63.0,106.0,1.2
309,2021-12-04,7.1,0.0,65.0,69.0,1.8
310,2021-12-04,7.1,0.0,81.0,69.0,1.8
311,2021-12-05,8.3,0.0,73.0,89.0,2.6
312,2021-12-05,8.3,0.0,59.0,89.0,2.6
313,2021-12-06,9.2,0.0,71.0,102.0,2.1
314,2021-12-06,9.2,0.0,65.0,102.0,2.1
315,2021-12-07,6.8,0.0,78.0,19.0,2.4
316,2021-12-07,6.8,0.0,94.0,19.0,2.4
317,2021-12-08,7.0,0.05,87.0,70.0,3.1
318,2021-12-08,7.0,0.05,67.0,70.0,3.1
319,2021-12-09,8.5,0.0,100.0,57.0,3.1
320,2021-12-09,8.5,0.0,69.0,57.0,3.1
321,2021-12-10,10.9,0.0,82.0,63.0,3.6
322,2021-12-10,10.9,0.0,68.0,63.0,3.6
323,2021-12-11,11.6,0.0,78.0,100.0,1.5
324,2021-12-11,11.6,0.0,65.0,100.0,1.5
325,2021-12-12,7.2,0.0,79.0,97.0,0.7
326,2021-12-12,7.2,0.0,84.0,97.0,0.7
327,2021-12-13,6.3,0.0,76.0,99.0,0.6
328,2021-12-13,6.3,0.0,82.0,99.0,0.6
329,2021-12-14,7.2,0.0,76.0,98.0,0.6
330,2021-12-14,7.2,0.0,72.0,98.0,0.6
331,2021-12-15,7.4,0.0,80.0,77.0,0.6
332,2021-12-15,7.4,0.0,62.0,77.0,0.6
333,2021-12-16,5.3,0.0,79.0,96.0,0.8
334,2021-12-16,5.3,0.0,69.0,96.0,0.8
335,2021-12-17,4.4,0.0,73.0,97.0,0.8
336,2021-12-17,4.4,0.0,74.0,97.0,0.8
337,2021-12-18,5.5,0.0,78.0,85.0,0.9
338,2021-12-18,5.5,0.0,76.0,85.0,0.9
339,2021-12-19,8.4,0.0,83.0,47.0,0.9
340,2021-12-19,8.4,0.0,76.0,47.0,0.9
341,2021-12-20,5.1,0.0,96.0,50.0,0.7
342,2021-12-20,5.1,0.0,89.0,50.0,0.7
343,2021-12-21,8.7,0.0,98.0,44.0,0.6
344,2021-12-21,8.7,0.0,88.0,44.0,0.6
345,2021-12-22,9.9,0.0,80.0,64.0,1.0
346,2021-12-22,9.9,0.0,88.0,64.0,1.0
347,2021-12-23,8.3,0.1,94.0,50.0,1.0
348,2021-12-23,8.3,0.1,94.0,50.0,1.0
349,2021-12-24,10.3,0.1,68.0,22.0,1.0
350,2021-12-24,10.3,0.1,97.0,22.0,1.0
351,2021-12-25,8.9,0.27,93.0,27.0,1.1
352,2021-12-25,8.9,0.27,98.0,27.0,1.1
353,2021-12-26,9.1,0.31,92.0,23.0,1.7
354,2021-12-26,9.1,0.31,100.0,23.0,1.7
355,2021-12-27,11.7,0.01,86.0,90.0,3.9
356,2021-12-27,11.7,0.01,88.0,90.0,3.9
357,2021-12-28,10.5,0.0,96.0,91.0,2.5
358,2021-12-28,10.5,0.0,88.0,91.0,2.5
359,2021-12-29,8.7,0.0,94.0,81.0,0.7
360,2021-12-29,8.7,0.0,90.0,81.0,0.7
361,2021-12-30,8.1,0.0,79.0,99.0,0.6
362,2021-12-30,8.1,0.0,85.0,99.0,0.6
363,2021-12-31,8.3,0.0,77.0,101.0,0.7
364,2021-12-31,8.3,0.0,81.0,101.0,0.7
