,Fecha,Ventas
1062,2024-07-31,444.1
1063,2024-08-01,481.3
1064,2024-08-02,588.05
1065,2024-08-03,522.3
1066,2024-08-04,552.2
1067,2024-08-06,362.5
1068,2024-08-07,396.6
1069,2024-08-08,330.9
1070,2024-08-09,431.6
1071,2024-08-10,576.25
1072,2024-08-15,862.85
1073,2024-08-16,497.3
1074,2024-08-17,448.8
1075,2024-08-18,573.15
1076,2024-08-20,380.55
1077,2024-08-21,389.5
1078,2024-08-22,376.15
1079,2024-08-23,506.65
1080,2024-08-24,763.1
1081,2024-08-25,449.6
1082,2024-08-27,330.9
1083,2024-08-28,508.35
1084,2024-08-29,331.2
1085,2024-08-30,573.0
1086,2024-08-31,613.85
1087,2024-09-01,1071.4
1088,2024-09-03,577.6
1089,2024-09-04,532.4
1090,2024-09-05,493.55
1091,2024-09-06,710.65
1092,2024-09-07,960.3
1093,2024-09-08,829.3
1094,2024-09-10,518.1
1095,2024-09-11,519.7
1096,2024-09-12,465.0
1097,2024-09-13,642.2
1098,2024-09-14,691.0
1099,2024-09-15,918.7
1100,2024-09-17,604.75
1101,2024-09-18,351.5
1102,2024-09-19,225.3
1103,2024-09-20,305.55
1104,2024-09-21,562.75
1105,2024-09-22,763.8
1106,2024-09-24,219.35
1107,2024-09-25,204.95
1108,2024-09-26,160.65
1109,2024-09-27,282.35
1110,2024-09-28,511.85
1111,2024-09-29,695.8
1112,2024-09-30,230.7
1113,2024-10-01,319.35
1114,2024-10-02,104.7
1115,2024-10-03,301.0
1116,2024-10-04,498.73
1117,2024-10-05,435.62
1118,2024-10-06,554.07
1119,2024-10-08,221.88
1120,2024-10-09,118.62
1121,2024-10-10,194.4
1122,2024-10-11,283.12
1123,2024-10-12,263.97
1124,2024-10-13,684.2
1125,2024-10-15,120.49
1126,2024-10-16,221.81
1127,2024-10-17,176.7
1128,2024-10-18,237.41
1129,2024-10-19,413.51
1130,2024-10-20,550.22
1131,2024-10-24,216.33
1132,2024-10-25,137.42
1133,2024-10-26,269.11
1134,2024-10-27,218.72
1135,2024-10-30,157.4
1136,2024-10-31,187.28
1137,2024-11-01,241.12
1138,2024-11-02,397.29
1139,2024-11-03,398.53
1140,2024-11-05,125.89
1141,2024-11-06,183.0
1142,2024-11-07,172.32
1143,2024-11-08,206.62
1144,2024-11-09,214.84
1145,2024-11-10,414.27
1146,2024-11-12,84.2
1147,2024-11-13,107.86
1148,2024-11-14,120.07
1149,2024-11-15,152.88
1150,2024-11-16,227.99
1151,2024-11-17,316.09
1152,2024-11-19,119.35
1153,2024-11-20,196.38
1154,2024-11-21,104.02
1155,2024-11-22,127.03
1156,2024-11-23,241.63
1157,2024-11-24,300.32
1158,2024-11-26,88.78
1159,2024-11-27,167.84
1160,2024-11-28,126.82
1161,2024-11-29,79.18
1162,2024-11-30,326.67
1163,2024-12-01,259.46
1164,2024-12-03,88.5
1165,2024-12-04,221.86
1166,2024-12-05,129.2
1167,2024-12-06,171.68
1168,2024-12-07,204.69
1169,2024-12-08,261.64
1170,2024-12-10,102.65
1171,2024-12-11,161.06
1172,2024-12-12,150.04
1173,2024-12-13,136.92
1174,2024-12-14,214.44
1175,2024-12-15,213.64
1176,2024-12-17,149.3
1177,2024-12-18,102.26
1178,2024-12-19,218.16
1179,2024-12-20,217.89
1180,2024-12-21,219.09
1181,2024-12-22,221.48
1182,2024-12-24,321.4
1183,2024-12-27,184.4
1184,2024-12-28,170.78
1185,2024-12-29,248.4
1186,2024-12-31,312.08
